; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #18
; ROI rgb value: {255, 165, 0}
; ROI npts: 56
;
; File X, File Y, B1
;
 419,  216,  12292
 420,  216,  10499
 421,  216,   9728
 422,  216,   8966
 419,  217,   5126
 420,  217,   3077
 421,  217,   2306
 422,  217,   1796
 423,  217,   1284
 424,  217,   1284
 425,  217,   3584
 426,  217,   9986
 419,  218,   1795
 420,  218,      1
 421,  218,    261
 422,  218,    519
 423,  218,   1801
 424,  218,   1801
 425,  218,   1280
 426,  218,   6919
 419,  219,      0
 420,  219,   1289
 421,  219,    525
 422,  219,    527
 423,  219,     16
 424,  219,   1039
 425,  219,   1799
 426,  219,   5635
 419,  220,   1541
 420,  220,   1806
 421,  220,   1554
 422,  220,    531
 423,  220,   1556
 424,  220,    275
 425,  220,   1033
 419,  221,   1543
 420,  221,   1296
 421,  221,   1811
 422,  221,   1556
 423,  221,   1301
 424,  221,   1812
 425,  221,    778
 419,  222,   1030
 420,  222,   1807
 421,  222,   1298
 422,  222,     18
 423,  222,    532
 424,  222,    274
 425,  222,   1802
 419,  223,   1027
 420,  223,    771
 421,  223,    518
 422,  223,    520
 423,  223,    521
 424,  223,   1031
 425,  223,      7
