File,X,Y,Calibrated_B1
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,157,122,9.861137655196199
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,158,122,9.890674168901494
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,159,122,9.936721742627409
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,160,122,9.92313211786271
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,161,122,9.9537017934814
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,162,122,9.944947163159625
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,163,122,9.876206012545683
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,164,122,9.867206248648786
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,165,122,9.79356195245865
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,166,122,9.735005149100957
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,167,122,9.684841804197696
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,168,122,9.629786910085517
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,169,122,9.605667323996336
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,132,123,10.180930584475679
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,133,123,10.18465656254051
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,134,123,10.253516603841035
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,135,123,10.247603344551601
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,136,123,10.199610278276014
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,137,123,10.152495057668899
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,138,123,10.107188093522296
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,139,123,10.03079891363409
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,140,123,9.964795540007202
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,141,123,9.976952011223046
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,142,123,9.932726551511053
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,143,123,9.927128375112622
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,144,123,9.933626913835592
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,145,123,9.991422830787979
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,146,123,9.960078075260023
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,147,123,9.930249292678132
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,148,123,9.935223719570924
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,149,123,9.938241487209037
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,150,123,9.974122423553455
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,151,123,10.009040944559745
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,152,123,10.009099828183405
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,153,123,9.962197788601074
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,154,123,9.928243965477138
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,155,123,9.896224002716117
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,156,123,9.869944103596152
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,157,123,9.931875426687515
data/cam_sheets/RIT_rois_2/grass/grass2/04.csv,158,123,9.948587249539706
