File,X,Y,Calibrated_B1
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,281,11.58462104865028
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,281,11.559398905021997
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,281,11.577388599346714
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,281,11.587191569713514
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,281,11.581033280237197
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,281,11.599524798289275
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,281,11.589252548720093
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,281,11.51995345477042
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,281,11.484137410612286
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,281,11.405622917811224
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,281,11.350337583247484
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,282,11.560515220547877
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,282,11.564911912965767
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,282,11.568993419827564
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,282,11.605545198580657
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,282,11.59347648991631
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,282,11.639412255320558
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,282,11.559925031646504
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,282,11.516540300075683
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,282,11.490509367906668
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,282,11.419989692655477
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,282,11.338031459805155
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,283,11.600192739517844
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,283,11.574332826551885
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,283,11.565269869469109
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,283,11.635788841333376
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,283,11.594786790103328
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,283,11.608386879798319
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,283,11.603198740842426
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,283,11.548469539594144
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,283,11.523998525168132
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,283,11.40847675103522
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,283,11.394828786984558
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,284,11.592515614713339
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,284,11.58671553851393
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,284,11.61614839169117
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,284,11.63480076116367
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,284,11.62294748246104
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,284,11.618217790724824
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,284,11.601638226400336
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,284,11.522904765165457
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,284,11.540919877169753
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,284,11.45243233280014
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,284,11.404960856991163
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,285,11.559763675683422
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,285,11.618479703268086
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,285,11.605964089138833
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,285,11.586175466589957
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,285,11.622806455543262
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,285,11.55213588986843
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,285,11.538983737218174
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,285,11.503206744514038
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,285,11.47986405675859
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,285,11.411887740272178
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,285,11.364996030155883
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,286,11.553147987313785
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,286,11.538977894115174
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,286,11.56996534548212
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,286,11.546191914264035
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,286,11.532981672298613
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,286,11.518929717851424
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,286,11.502187356348973
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,286,11.464529808299579
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,286,11.470481088151256
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,286,11.401509535064974
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,286,11.337516485715561
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,287,11.48167153191843
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,287,11.51967005896054
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,287,11.535567973010586
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,287,11.51541828228882
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,287,11.495259019680493
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,287,11.445028306318163
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,287,11.429063347558966
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,287,11.412242021787529
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,287,11.36592180593792
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,287,11.36202052347333
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,287,11.292171911148102
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,288,11.493857935572608
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,288,11.543066582807272
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,288,11.512356078434026
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,288,11.50927315638433
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,288,11.42626996244935
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,288,11.432925667819337
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,288,11.384823329721236
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,288,11.3772754102669
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,288,11.37641749294854
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,288,11.326213936281844
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,288,11.268988283561736
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,289,11.472116972393092
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,289,11.486141273861751
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,289,11.487167601371365
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,289,11.45048974622986
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,289,11.450984459959512
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,289,11.448851606909585
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,289,11.380459531317008
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,289,11.38425220360651
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,289,11.376529207062326
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,289,11.33510336682394
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,289,11.27699353845158
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,290,11.493077428662934
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,290,11.485525967209057
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,290,11.450837099276228
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,290,11.457727878054474
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,290,11.460223844861577
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,290,11.43760936479309
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,290,11.382981492023642
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,290,11.38355572293651
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,290,11.379300363230232
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,290,11.313761790540163
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,290,11.285938152856717
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,291,11.4644188118414
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,291,11.474919844925875
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,291,11.432891750657316
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,291,11.45186164962833
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,291,11.45599622064978
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,291,11.38415637562207
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,291,11.411502130524916
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,291,11.380941640735628
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,291,11.379207009460522
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,291,11.340095499155293
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,291,11.263033350070298
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,292,11.429791665323606
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,292,11.437838630018245
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,292,11.417902269649035
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,292,11.396814636056337
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,292,11.426482067316465
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,292,11.407761299510945
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,292,11.409686601704964
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,292,11.384116778949409
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,292,11.38014881339073
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,292,11.30367674513
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,292,11.278247527868002
data/cam_sheets/RIT_rois_2/grass/car/06.csv,552,293,11.459747058037237
data/cam_sheets/RIT_rois_2/grass/car/06.csv,553,293,11.451084496992593
data/cam_sheets/RIT_rois_2/grass/car/06.csv,554,293,11.478714320557803
data/cam_sheets/RIT_rois_2/grass/car/06.csv,555,293,11.465332698869343
data/cam_sheets/RIT_rois_2/grass/car/06.csv,556,293,11.458805663571546
data/cam_sheets/RIT_rois_2/grass/car/06.csv,557,293,11.4332731052751
data/cam_sheets/RIT_rois_2/grass/car/06.csv,558,293,11.431666831906707
data/cam_sheets/RIT_rois_2/grass/car/06.csv,559,293,11.382776724732976
data/cam_sheets/RIT_rois_2/grass/car/06.csv,560,293,11.397950902149665
data/cam_sheets/RIT_rois_2/grass/car/06.csv,561,293,11.334578313024554
data/cam_sheets/RIT_rois_2/grass/car/06.csv,562,293,11.276250427587819
