; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #38
; ROI rgb value: {255, 218, 185}
; ROI npts: 30
;
; File X, File Y, B1
;
 520,  291,  44801
 521,  291,  46854
 522,  291,  47873
 523,  291,  47622
 524,  291,  45316
 520,  292,  45062
 521,  292,  47617
 522,  292,  48389
 523,  292,  48386
 524,  292,  46082
 520,  293,  45568
 521,  293,  47874
 522,  293,  48902
 523,  293,  48902
 524,  293,  46597
 520,  294,  45826
 521,  294,  48385
 522,  294,  49410
 523,  294,  49413
 524,  294,  47107
 520,  295,  45830
 521,  295,  48133
 522,  295,  48902
 523,  295,  48898
 524,  295,  47365
 520,  296,  45318
 521,  296,  47366
 522,  296,  48130
 523,  296,  48385
 524,  296,  47105
