; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #13
; ROI rgb value: {127, 255, 0}
; ROI npts: 305
;
; File X, File Y, B1
;
 367,  255,  38403
 368,  255,  38402
 369,  255,  38403
 370,  255,  38149
 371,  255,  38149
 372,  255,  38149
 373,  255,  38149
 374,  255,  38402
 360,  256,  38405
 361,  256,  38150
 362,  256,  38405
 363,  256,  38403
 364,  256,  38403
 365,  256,  38407
 366,  256,  38407
 367,  256,  38404
 368,  256,  38407
 369,  256,  38404
 370,  256,  38403
 371,  256,  38150
 372,  256,  38401
 373,  256,  38405
 374,  256,  38657
 375,  256,  38657
 360,  257,  38658
 361,  257,  38406
 362,  257,  38657
 363,  257,  38404
 364,  257,  38406
 365,  257,  38401
 366,  257,  38660
 367,  257,  38405
 368,  257,  38656
 369,  257,  38659
 370,  257,  38404
 371,  257,  38406
 372,  257,  38405
 373,  257,  38401
 374,  257,  38406
 375,  257,  38659
 361,  258,  38657
 362,  258,  38407
 363,  258,  38403
 364,  258,  38406
 365,  258,  38403
 366,  258,  38407
 367,  258,  38407
 368,  258,  38657
 369,  258,  38406
 370,  258,  38402
 371,  258,  38150
 372,  258,  38402
 373,  258,  38402
 374,  258,  38404
 375,  258,  38405
 376,  258,  38659
 361,  259,  38658
 362,  259,  38658
 363,  259,  38659
 364,  259,  38656
 365,  259,  38656
 366,  259,  38406
 367,  259,  38658
 368,  259,  38407
 369,  259,  38658
 370,  259,  38658
 371,  259,  38404
 372,  259,  38148
 373,  259,  38401
 374,  259,  38402
 375,  259,  38407
 376,  259,  38407
 377,  259,  38912
 362,  260,  38663
 363,  260,  38660
 364,  260,  38656
 365,  260,  38659
 366,  260,  38657
 367,  260,  38660
 368,  260,  38657
 369,  260,  38405
 370,  260,  38406
 371,  260,  38403
 372,  260,  38404
 373,  260,  38400
 374,  260,  38400
 375,  260,  38404
 376,  260,  38659
 377,  260,  38660
 378,  260,  38914
 362,  261,  38916
 363,  261,  38915
 364,  261,  38663
 365,  261,  38658
 366,  261,  38660
 367,  261,  38912
 368,  261,  38662
 369,  261,  38660
 370,  261,  38659
 371,  261,  38407
 372,  261,  38151
 373,  261,  38400
 374,  261,  38402
 375,  261,  38405
 376,  261,  38660
 377,  261,  38663
 378,  261,  38663
 363,  262,  38912
 364,  262,  38659
 365,  262,  38663
 366,  262,  38661
 367,  262,  38405
 368,  262,  38658
 369,  262,  38405
 370,  262,  38402
 371,  262,  38151
 372,  262,  38150
 373,  262,  38145
 374,  262,  38150
 375,  262,  38151
 376,  262,  38401
 377,  262,  38406
 378,  262,  38660
 379,  262,  38661
 363,  263,  38661
 364,  263,  38663
 365,  263,  38660
 366,  263,  38658
 367,  263,  38656
 368,  263,  38406
 369,  263,  38406
 370,  263,  38401
 371,  263,  38148
 372,  263,  37894
 373,  263,  37890
 374,  263,  38146
 375,  263,  37893
 376,  263,  38149
 377,  263,  38403
 378,  263,  38405
 379,  263,  38657
 380,  263,  38917
 364,  264,  38663
 365,  264,  38912
 366,  264,  38662
 367,  264,  38656
 368,  264,  38403
 369,  264,  38404
 370,  264,  38150
 371,  264,  38149
 372,  264,  37895
 373,  264,  38146
 374,  264,  37893
 375,  264,  38145
 376,  264,  38150
 377,  264,  38406
 378,  264,  38660
 379,  264,  38660
 380,  264,  38662
 364,  265,  38662
 365,  265,  38662
 366,  265,  38662
 367,  265,  38406
 368,  265,  38407
 369,  265,  38657
 370,  265,  38656
 371,  265,  38401
 372,  265,  38400
 373,  265,  38150
 374,  265,  38145
 375,  265,  38147
 376,  265,  38146
 377,  265,  38657
 378,  265,  38658
 379,  265,  38407
 380,  265,  38661
 381,  265,  38913
 365,  266,  38915
 366,  266,  38918
 367,  266,  38663
 368,  266,  38407
 369,  266,  38659
 370,  266,  38658
 371,  266,  38406
 372,  266,  38405
 373,  266,  38400
 374,  266,  38148
 375,  266,  38151
 376,  266,  38149
 377,  266,  38407
 378,  266,  38657
 379,  266,  38405
 380,  266,  38660
 381,  266,  38660
 382,  266,  38663
 365,  267,  38912
 366,  267,  38914
 367,  267,  38912
 368,  267,  38406
 369,  267,  38658
 370,  267,  38658
 371,  267,  38405
 372,  267,  38403
 373,  267,  38150
 374,  267,  38145
 375,  267,  38147
 376,  267,  38407
 377,  267,  38407
 378,  267,  38656
 379,  267,  38658
 380,  267,  38660
 381,  267,  38660
 382,  267,  38917
 383,  267,  39171
 366,  268,  39168
 367,  268,  38662
 368,  268,  38662
 369,  268,  38660
 370,  268,  38407
 371,  268,  38662
 372,  268,  38406
 373,  268,  38401
 374,  268,  38149
 375,  268,  38402
 376,  268,  38400
 377,  268,  38405
 378,  268,  38660
 379,  268,  38660
 380,  268,  38660
 381,  268,  38661
 382,  268,  39168
 383,  268,  39168
 366,  269,  39169
 367,  269,  38919
 368,  269,  38913
 369,  269,  38658
 370,  269,  38657
 371,  269,  38657
 372,  269,  38403
 373,  269,  38406
 374,  269,  38404
 375,  269,  38406
 376,  269,  38401
 377,  269,  38406
 378,  269,  38407
 379,  269,  38660
 380,  269,  38660
 381,  269,  38913
 382,  269,  38913
 383,  269,  38919
 384,  269,  39171
 367,  270,  39172
 368,  270,  38912
 369,  270,  38914
 370,  270,  38912
 371,  270,  38660
 372,  270,  38658
 373,  270,  38405
 374,  270,  38656
 375,  270,  38405
 376,  270,  38658
