; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #16
; ROI rgb value: {46, 139, 87}
; ROI npts: 179
;
; File X, File Y, B1
;
 345,  212,  37636
 346,  212,  37637
 343,  213,  37636
 344,  213,  37633
 345,  213,  37636
 346,  213,  37633
 347,  213,  37637
 341,  214,  37895
 342,  214,  37890
 343,  214,  37888
 344,  214,  37888
 345,  214,  37639
 346,  214,  37638
 347,  214,  37638
 348,  214,  37639
 339,  215,  37895
 340,  215,  37890
 341,  215,  37893
 342,  215,  37891
 343,  215,  37893
 344,  215,  37893
 345,  215,  37891
 346,  215,  37894
 347,  215,  37891
 348,  215,  37893
 337,  216,  38149
 338,  216,  37891
 339,  216,  37894
 340,  216,  37893
 341,  216,  37893
 342,  216,  38144
 343,  216,  37893
 344,  216,  37894
 345,  216,  37895
 346,  216,  38145
 347,  216,  37894
 348,  216,  37894
 349,  216,  37888
 338,  217,  38400
 339,  217,  38149
 340,  217,  37895
 341,  217,  38148
 342,  217,  38147
 343,  217,  38147
 344,  217,  38145
 345,  217,  38148
 346,  217,  37892
 347,  217,  37895
 348,  217,  38145
 349,  217,  37892
 350,  217,  38146
 339,  218,  38146
 340,  218,  37895
 341,  218,  38148
 342,  218,  38146
 343,  218,  38145
 344,  218,  37891
 345,  218,  37894
 346,  218,  37639
 347,  218,  37889
 348,  218,  37635
 349,  218,  37888
 350,  218,  37891
 351,  218,  37895
 339,  219,  38149
 340,  219,  38149
 341,  219,  38145
 342,  219,  38145
 343,  219,  37892
 344,  219,  37894
 345,  219,  37891
 346,  219,  37890
 347,  219,  37634
 348,  219,  37636
 349,  219,  37633
 350,  219,  37888
 351,  219,  37639
 352,  219,  37893
 340,  220,  38403
 341,  220,  38147
 342,  220,  38151
 343,  220,  37891
 344,  220,  37638
 345,  220,  37890
 346,  220,  37634
 347,  220,  37635
 348,  220,  37633
 349,  220,  37635
 350,  220,  37634
 351,  220,  37888
 352,  220,  37893
 353,  220,  38147
 341,  221,  38149
 342,  221,  37895
 343,  221,  37894
 344,  221,  37893
 345,  221,  37637
 346,  221,  37890
 347,  221,  37638
 348,  221,  37632
 349,  221,  37634
 350,  221,  37636
 351,  221,  37639
 352,  221,  37892
 353,  221,  37893
 342,  222,  38146
 343,  222,  37893
 344,  222,  37895
 345,  222,  37893
 346,  222,  37638
 347,  222,  37637
 348,  222,  37639
 349,  222,  37635
 350,  222,  37633
 351,  222,  37636
 352,  222,  37636
 353,  222,  37893
 354,  222,  38147
 342,  223,  38400
 343,  223,  38150
 344,  223,  37895
 345,  223,  37895
 346,  223,  37893
 347,  223,  37891
 348,  223,  37891
 349,  223,  37638
 350,  223,  37636
 351,  223,  37890
 352,  223,  37891
 353,  223,  37895
 354,  223,  38146
 355,  223,  38402
 343,  224,  38656
 344,  224,  38148
 345,  224,  38147
 346,  224,  38147
 347,  224,  38147
 348,  224,  37639
 349,  224,  37892
 350,  224,  37638
 351,  224,  37893
 352,  224,  37895
 353,  224,  38144
 354,  224,  38147
 355,  224,  38403
 356,  224,  38401
 344,  225,  38404
 345,  225,  38404
 346,  225,  37895
 347,  225,  38150
 348,  225,  37895
 349,  225,  37895
 350,  225,  37892
 351,  225,  37639
 352,  225,  38147
 353,  225,  38145
 354,  225,  38149
 355,  225,  38404
 345,  226,  38151
 346,  226,  38151
 347,  226,  38146
 348,  226,  38147
 349,  226,  37895
 350,  226,  37893
 351,  226,  37893
 352,  226,  37892
 353,  226,  38145
 345,  227,  38149
 346,  227,  37895
 347,  227,  37895
 348,  227,  38146
 349,  227,  37895
 350,  227,  37894
 351,  227,  37895
 346,  228,  38146
 347,  228,  38147
 348,  228,  38146
 349,  228,  38151
 347,  229,  38145
