; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #10
; ROI rgb value: {0, 255, 0}
; ROI npts: 709
;
; File X, File Y, B1
;
 340,  155,  44802
 341,  155,  44295
 342,  155,  44550
 343,  155,  44801
 344,  155,  44803
 345,  155,  45058
 346,  155,  45316
 347,  155,  44806
 348,  155,  44550
 349,  155,  44292
 350,  155,  44547
 351,  155,  44550
 352,  155,  44804
 353,  155,  45059
 354,  155,  45063
 355,  155,  45057
 356,  155,  44544
 357,  155,  43776
 358,  155,  43266
 359,  155,  43012
 360,  155,  42754
 361,  155,  42752
 362,  155,  42497
 363,  155,  42245
 364,  155,  42243
 365,  155,  42499
 366,  155,  42501
 340,  156,  44290
 341,  156,  44036
 342,  156,  44035
 343,  156,  44548
 344,  156,  44544
 345,  156,  44800
 346,  156,  44551
 347,  156,  44545
 348,  156,  44037
 349,  156,  44033
 350,  156,  44039
 351,  156,  44551
 352,  156,  44806
 353,  156,  45063
 354,  156,  45061
 355,  156,  45058
 356,  156,  44291
 357,  156,  43527
 358,  156,  43269
 359,  156,  43008
 360,  156,  42752
 361,  156,  42247
 362,  156,  42241
 363,  156,  41734
 364,  156,  41730
 365,  156,  41733
 366,  156,  41990
 340,  157,  44295
 341,  157,  44289
 342,  157,  44039
 343,  157,  44289
 344,  157,  44544
 345,  157,  44548
 346,  157,  44544
 347,  157,  44289
 348,  157,  43776
 349,  157,  43781
 350,  157,  44037
 351,  157,  44549
 352,  157,  45317
 353,  157,  45316
 354,  157,  45060
 355,  157,  44802
 356,  157,  44037
 357,  157,  43779
 358,  157,  43266
 359,  157,  43012
 360,  157,  42752
 361,  157,  42245
 362,  157,  42241
 363,  157,  42241
 364,  157,  41990
 365,  157,  41990
 366,  157,  42244
 340,  158,  45059
 341,  158,  44551
 342,  158,  44549
 343,  158,  44551
 344,  158,  44802
 345,  158,  44548
 346,  158,  44292
 347,  158,  44037
 348,  158,  44034
 349,  158,  43781
 350,  158,  44037
 351,  158,  44548
 352,  158,  45057
 353,  158,  45314
 354,  158,  45058
 355,  158,  44549
 356,  158,  44035
 357,  158,  43525
 358,  158,  43270
 359,  158,  43008
 360,  158,  42503
 361,  158,  42244
 362,  158,  42244
 363,  158,  42245
 364,  158,  42498
 365,  158,  42497
 366,  158,  42500
 339,  159,  45574
 340,  159,  45312
 341,  159,  45059
 342,  159,  45057
 343,  159,  44804
 344,  159,  44801
 345,  159,  44801
 346,  159,  44550
 347,  159,  44544
 348,  159,  44037
 349,  159,  44034
 350,  159,  44039
 351,  159,  44546
 352,  159,  44546
 353,  159,  44801
 354,  159,  44801
 355,  159,  44039
 356,  159,  43779
 357,  159,  43270
 358,  159,  43267
 359,  159,  42757
 360,  159,  42754
 361,  159,  42497
 362,  159,  42243
 363,  159,  42498
 364,  159,  42499
 365,  159,  42753
 366,  159,  42503
 339,  160,  46086
 340,  160,  45312
 341,  160,  45056
 342,  160,  44803
 343,  160,  45061
 344,  160,  44802
 345,  160,  44551
 346,  160,  44549
 347,  160,  44292
 348,  160,  44038
 349,  160,  44032
 350,  160,  44039
 351,  160,  44289
 352,  160,  44039
 353,  160,  44289
 354,  160,  43781
 355,  160,  43777
 356,  160,  43267
 357,  160,  43264
 358,  160,  42756
 359,  160,  42503
 360,  160,  42246
 361,  160,  42497
 362,  160,  42497
 363,  160,  42502
 364,  160,  42503
 365,  160,  42503
 366,  160,  42755
 339,  161,  46336
 340,  161,  45062
 341,  161,  44803
 342,  161,  44803
 343,  161,  44806
 344,  161,  45058
 345,  161,  44800
 346,  161,  44545
 347,  161,  44032
 348,  161,  43777
 349,  161,  43527
 350,  161,  43783
 351,  161,  44034
 352,  161,  43783
 353,  161,  43527
 354,  161,  43525
 355,  161,  43269
 356,  161,  43013
 357,  161,  43013
 358,  161,  42502
 359,  161,  42245
 360,  161,  42498
 361,  161,  42499
 362,  161,  42753
 363,  161,  42755
 364,  161,  42752
 365,  161,  42753
 366,  161,  43011
 367,  161,  43013
 339,  162,  45575
 340,  162,  44805
 341,  162,  44293
 342,  162,  44038
 343,  162,  44548
 344,  162,  44550
 345,  162,  44295
 346,  162,  44294
 347,  162,  43782
 348,  162,  43266
 349,  162,  43011
 350,  162,  43266
 351,  162,  43522
 352,  162,  43266
 353,  162,  43012
 354,  162,  43008
 355,  162,  42757
 356,  162,  42753
 357,  162,  42757
 358,  162,  42500
 359,  162,  42496
 360,  162,  42498
 361,  162,  42501
 362,  162,  42246
 363,  162,  42501
 364,  162,  42500
 365,  162,  42501
 366,  162,  42503
 367,  162,  42758
 339,  163,  45060
 340,  163,  44288
 341,  163,  43778
 342,  163,  43779
 343,  163,  43783
 344,  163,  44288
 345,  163,  44291
 346,  163,  44545
 347,  163,  43783
 348,  163,  43264
 349,  163,  42755
 350,  163,  42754
 351,  163,  42759
 352,  163,  43010
 353,  163,  42754
 354,  163,  42498
 355,  163,  41991
 356,  163,  42500
 357,  163,  42500
 358,  163,  42498
 359,  163,  42503
 360,  163,  42503
 361,  163,  42758
 362,  163,  42759
 363,  163,  42501
 364,  163,  42500
 365,  163,  42246
 366,  163,  42244
 367,  163,  42496
 339,  164,  44545
 340,  164,  43781
 341,  164,  43521
 342,  164,  43520
 343,  164,  43267
 344,  164,  43525
 345,  164,  44034
 346,  164,  44035
 347,  164,  43777
 348,  164,  43264
 349,  164,  42756
 350,  164,  42754
 351,  164,  42757
 352,  164,  42758
 353,  164,  43009
 354,  164,  42500
 355,  164,  42243
 356,  164,  42242
 357,  164,  42247
 358,  164,  42502
 359,  164,  42503
 360,  164,  43008
 361,  164,  43014
 362,  164,  43264
 363,  164,  43014
 364,  164,  42755
 365,  164,  42497
 366,  164,  42496
 367,  164,  42499
 339,  165,  44544
 340,  165,  43780
 341,  165,  43270
 342,  165,  43015
 343,  165,  43013
 344,  165,  43013
 345,  165,  43270
 346,  165,  43525
 347,  165,  43520
 348,  165,  43264
 349,  165,  43010
 350,  165,  43013
 351,  165,  43015
 352,  165,  43266
 353,  165,  43013
 354,  165,  42499
 355,  165,  42244
 356,  165,  42244
 357,  165,  42246
 358,  165,  42500
 359,  165,  42502
 360,  165,  42755
 361,  165,  43269
 362,  165,  43524
 363,  165,  43524
 364,  165,  43267
 365,  165,  42759
 366,  165,  42759
 367,  165,  42503
 339,  166,  44039
 340,  166,  43526
 341,  166,  43267
 342,  166,  43009
 343,  166,  42755
 344,  166,  42752
 345,  166,  43015
 346,  166,  43269
 347,  166,  43014
 348,  166,  43014
 349,  166,  42759
 350,  166,  43013
 351,  166,  43015
 352,  166,  43525
 353,  166,  43269
 354,  166,  42758
 355,  166,  42247
 356,  166,  41991
 357,  166,  42241
 358,  166,  42247
 359,  166,  42499
 360,  166,  42754
 361,  166,  43270
 362,  166,  44033
 363,  166,  44032
 364,  166,  43777
 365,  166,  43523
 366,  166,  43267
 367,  166,  43009
 338,  167,  44288
 339,  167,  43527
 340,  167,  43268
 341,  167,  43265
 342,  167,  43013
 343,  167,  43014
 344,  167,  43011
 345,  167,  43015
 346,  167,  43264
 347,  167,  43010
 348,  167,  42753
 349,  167,  42756
 350,  167,  43268
 351,  167,  43777
 352,  167,  44032
 353,  167,  43781
 354,  167,  43264
 355,  167,  42754
 356,  167,  42247
 357,  167,  42244
 358,  167,  42500
 359,  167,  42497
 360,  167,  42759
 361,  167,  43520
 362,  167,  44036
 363,  167,  44288
 364,  167,  44292
 365,  167,  44038
 366,  167,  43781
 367,  167,  43271
 338,  168,  43008
 339,  168,  42245
 340,  168,  42502
 341,  168,  42757
 342,  168,  43009
 343,  168,  43013
 344,  168,  43264
 345,  168,  43267
 346,  168,  43011
 347,  168,  42756
 348,  168,  42752
 349,  168,  43010
 350,  168,  43521
 351,  168,  43783
 352,  168,  43783
 353,  168,  43781
 354,  168,  43520
 355,  168,  43011
 356,  168,  42502
 357,  168,  42755
 358,  168,  42754
 359,  168,  43012
 360,  168,  43014
 361,  168,  43520
 362,  168,  44032
 363,  168,  44036
 364,  168,  44295
 365,  168,  44035
 366,  168,  44032
 367,  168,  43777
 338,  169,  40967
 339,  169,  40452
 340,  169,  40710
 341,  169,  41729
 342,  169,  42245
 343,  169,  43008
 344,  169,  43015
 345,  169,  43015
 346,  169,  42757
 347,  169,  42758
 348,  169,  42498
 349,  169,  43010
 350,  169,  43524
 351,  169,  44034
 352,  169,  44039
 353,  169,  44035
 354,  169,  43526
 355,  169,  43015
 356,  169,  42757
 357,  169,  42757
 358,  169,  43012
 359,  169,  43014
 360,  169,  43268
 361,  169,  43526
 362,  169,  43780
 363,  169,  43778
 364,  169,  43778
 365,  169,  44032
 366,  169,  43782
 367,  169,  44032
 338,  170,  39428
 339,  170,  38913
 340,  170,  38912
 341,  170,  39685
 342,  170,  40961
 343,  170,  41986
 344,  170,  42502
 345,  170,  43008
 346,  170,  42758
 347,  170,  42756
 348,  170,  42758
 349,  170,  43015
 350,  170,  43780
 351,  170,  44290
 352,  170,  44290
 353,  170,  44039
 354,  170,  43527
 355,  170,  43014
 356,  170,  43014
 357,  170,  43011
 358,  170,  43009
 359,  170,  43264
 360,  170,  43269
 361,  170,  43522
 362,  170,  43267
 363,  170,  43521
 364,  170,  43271
 365,  170,  43776
