target	Ls Radiance	Ls Derived Temperature	Lg	Lg Derived Temperature
concrete	9.500714221	302.3	9.740711884	304
concrete	9.530105443	302.5	9.772693627	304.2
concrete	9.523695073	302.5	9.765718251	304.1
concrete	9.49444623	302.3	9.733891436	303.9
concrete	9.514798382	302.4	9.756037412	304.1
concrete	9.524485167	302.5	9.766577984	304.1
concrete	9.517974736	302.5	9.759493728	304.1
concrete	9.558163508	302.7	9.803224709	304.4
concrete	9.538968279	302.6	9.782337627	304.2
concrete	9.533209295	302.6	9.77607105	304.2
concrete	9.542224956	302.6	9.785881345	304.3
concrete	9.497708399	302.3	9.737441131	303.9
concrete	9.481843254	302.2	9.720177643	303.8
concrete	9.478216203	302.2	9.716230906	303.8
concrete	9.449225422	302	9.684684899	303.6
concrete	9.469144648	302.1	9.706359791	303.7
concrete	9.457844815	302.1	9.694063999	303.6
concrete	9.479190813	302.2	9.717291418	303.8
concrete	9.498941001	302.3	9.738782373	303.9
concrete	9.502094914	302.4	9.74221427	304
concrete	9.502345756	302.4	9.742487221	304
concrete	9.545298461	302.6	9.789225746	304.3
concrete	9.532593412	302.6	9.775400884	304.2
concrete	9.546924613	302.7	9.790995226	304.3
concrete	9.52751045	302.5	9.769869913	304.1
concrete	9.54389974	302.6	9.787703743	304.3
concrete	9.542532116	302.6	9.786215578	304.3
concrete	9.489795872	302.3	9.728831199	303.9
concrete	9.546798323	302.7	9.790857805	304.3
concrete	9.505452457	302.4	9.745867744	304
concrete	9.517506677	302.5	9.758984415	304.1
concrete	9.542412373	302.6	9.786085281	304.3
concrete	9.47512012	302.2	9.712861937	303.8
concrete	9.519556494	302.5	9.761214901	304.1
concrete	9.486588562	302.2	9.725341199	303.9
concrete	9.446725394	302	9.68196452	303.6
concrete	9.477927782	302.2	9.715917064	303.8
concrete	9.454305475	302	9.690212704	303.6
concrete	9.452642498	302	9.688403153	303.6
concrete	9.458260725	302.1	9.694516567	303.6
concrete	9.485867136	302.2	9.724556187	303.8
concrete	9.486700993	302.2	9.72546354	303.9
concrete	9.492054458	302.3	9.731288855	303.9
concrete	9.51847218	302.5	9.760035016	304.1
concrete	9.502844612	302.4	9.743030046	304
concrete	9.543878434	302.6	9.787680559	304.3
concrete	9.570821213	302.8	9.816998055	304.5
concrete	9.534522029	302.6	9.777499487	304.2
concrete	9.53138493	302.5	9.774085887	304.2
concrete	9.520359369	302.5	9.762088541	304.1
concrete	9.538124878	302.6	9.781419889	304.2
concrete	9.507359991	302.4	9.747943407	304
concrete	9.496037274	302.3	9.735622714	303.9
concrete	9.507688374	302.4	9.748300733	304
concrete	9.507525485	302.4	9.748123487	304
concrete	9.510720693	302.4	9.751600319	304
concrete	9.490194102	302.3	9.729264529	303.9
concrete	9.50299638	302.4	9.74319519	304
concrete	9.439385451	301.9	9.67397764	303.5
concrete	9.471886615	302.1	9.709343433	303.7
concrete	9.446150054	302	9.68133847	303.6
concrete	9.469871199	302.1	9.70715038	303.7
concrete	9.412414349	301.7	9.644629324	303.3
concrete	9.421404779	301.8	9.654412164	303.4
concrete	9.415554349	301.8	9.648046082	303.3
concrete	9.417257342	301.8	9.649899175	303.3
concrete	9.485446382	302.2	9.724098348	303.8
concrete	9.473341287	302.2	9.710926319	303.8
concrete	9.473034617	302.2	9.710592619	303.8
concrete	9.510000221	302.4	9.750816345	304
concrete	9.531233104	302.5	9.773920679	304.2
concrete	9.526950892	302.5	9.769261036	304.1
concrete	9.573693392	302.8	9.820123386	304.5
concrete	9.508584419	302.4	9.749275755	304
concrete	9.520753298	302.5	9.76251719	304.1
concrete	9.511278326	302.4	9.752207101	304
concrete	9.525110329	302.5	9.767258247	304.1
concrete	9.521686253	302.5	9.763532375	304.1
concrete	9.521289718	302.5	9.76310089	304.1
concrete	9.506495138	302.4	9.747002326	304
concrete	9.459082705	302.1	9.695410996	303.7
concrete	9.471766168	302.1	9.70921237	303.7
concrete	9.486674852	302.2	9.725435095	303.9
concrete	9.497683088	302.3	9.737413589	303.9
concrete	9.451168836	302	9.686799604	303.6
concrete	9.442480942	301.9	9.677345965	303.5
concrete	9.44569031	302	9.680838205	303.6
concrete	9.434603571	301.9	9.668774288	303.5
concrete	9.422421954	301.8	9.655518992	303.4
concrete	9.407237551	301.7	9.638996247	303.3
concrete	9.415796292	301.8	9.648309349	303.3
concrete	9.414170401	301.8	9.646540153	303.3
concrete	9.41755091	301.8	9.650218618	303.3
concrete	9.404831395	301.7	9.636378014	303.3
concrete	9.43804048	301.9	9.672514124	303.5
concrete	9.476221023	302.2	9.714059873	303.8
concrete	9.492519066	302.3	9.731794413	303.9
concrete	9.477668371	302.2	9.715634789	303.8
concrete	9.528635714	302.5	9.771094357	304.2
concrete	9.535606218	302.6	9.778679236	304.2
concrete	9.570374819	302.8	9.816512317	304.5
concrete	9.525770147	302.5	9.767976221	304.1
concrete	9.521100972	302.5	9.762895508	304.1
concrete	9.520344543	302.5	9.762072408	304.1
concrete	9.519914897	302.5	9.761604893	304.1
concrete	9.498279417	302.3	9.738062478	303.9
concrete	9.515968894	302.4	9.757311092	304.1
concrete	9.5252656	302.5	9.767427203	304.1
concrete	9.521469759	302.5	9.7632968	304.1
concrete	9.493396713	302.3	9.732749416	303.9
concrete	9.492765798	302.3	9.732062892	303.9
concrete	9.467854819	302.1	9.704956277	303.7
concrete	9.492927479	302.3	9.732238824	303.9
concrete	9.44448418	302	9.679525767	303.5
concrete	9.464525544	302.1	9.701333563	303.7
concrete	9.43025892	301.9	9.664046703	303.4
concrete	9.439237664	301.9	9.673816827	303.5
concrete	9.438258111	301.9	9.672750937	303.5
concrete	9.407761909	301.7	9.639566822	303.3
concrete	9.437807786	301.9	9.672260921	303.5
concrete	9.414216698	301.8	9.646590531	303.3
concrete	9.409931579	301.7	9.641927725	303.3
concrete	9.410576275	301.7	9.642629244	303.3
concrete	9.4576218	302.1	9.693821328	303.6
concrete	9.450709449	302	9.686299727	303.6
concrete	9.466275871	302.1	9.703238162	303.7
concrete	9.476228933	302.2	9.71406848	303.8
concrete	9.499936891	302.3	9.73986604	303.9
concrete	9.531702714	302.6	9.77443168	304.2
concrete	9.500844569	302.3	9.74085372	304
concrete	9.53176922	302.6	9.774504048	304.2
concrete	9.568625127	302.8	9.814608408	304.4
concrete	9.523483336	302.5	9.765487852	304.1
concrete	9.551015759	302.7	9.795446963	304.3
concrete	9.51558248	302.4	9.75689062	304.1
concrete	9.542680324	302.6	9.786376849	304.3
concrete	9.523323312	302.5	9.765313724	304.1
concrete	9.511789995	302.4	9.752763868	304
concrete	9.522034542	302.5	9.763911362	304.1
concrete	9.524388528	302.5	9.766472827	304.1
concrete	9.538274372	302.6	9.781582559	304.2
concrete	9.498815279	302.3	9.73864557	303.9
concrete	9.501607676	302.3	9.741684087	304
concrete	9.501156179	302.3	9.741192795	304
concrete	9.46933071	302.1	9.706562252	303.7
concrete	9.477315524	302.2	9.715250842	303.8
concrete	9.4602981	302.1	9.696733515	303.7
concrete	9.477537497	302.2	9.71549238	303.8
concrete	9.471955091	302.1	9.709417945	303.7
concrete	9.431799141	301.9	9.665722678	303.5
concrete	9.447372969	302	9.682669172	303.6
concrete	9.447144127	302	9.68242016	303.6
concrete	9.414470019	301.8	9.64686618	303.3
concrete	9.422060859	301.8	9.655126071	303.4
concrete	9.441273497	301.9	9.676032097	303.5
concrete	9.413349302	301.7	9.645646683	303.3
concrete	9.451887851	302	9.687581992	303.6
concrete	9.467585248	302.1	9.704662947	303.7
concrete	9.46949679	302.1	9.706742971	303.7
concrete	9.499615198	302.3	9.739515993	303.9
concrete	9.489925264	302.3	9.728971996	303.9
concrete	9.519259372	302.5	9.760891591	304.1
concrete	9.501858097	302.3	9.74195658	304
concrete	9.52835068	302.5	9.7707842	304.2
concrete	9.566456942	302.8	9.812249121	304.4
concrete	9.524804636	302.5	9.76692561	304.1
concrete	9.516694364	302.5	9.758100505	304.1
concrete	9.526300793	302.5	9.768553638	304.1
concrete	9.520114978	302.5	9.761822609	304.1
concrete	9.532483318	302.6	9.775281086	304.2
concrete	9.51612871	302.4	9.757484995	304.1
concrete	9.528071697	302.5	9.770480628	304.2
concrete	9.537912567	302.6	9.781188865	304.2
concrete	9.526970637	302.5	9.769282521	304.1
concrete	9.501277735	302.3	9.741325065	304
concrete	9.495937021	302.3	9.735513625	303.9
concrete	9.491513448	302.3	9.730700161	303.9
concrete	9.492549387	302.3	9.731827407	303.9
concrete	9.465183781	302.1	9.702049816	303.7
concrete	9.471289306	302.1	9.708693478	303.7
concrete	9.458236754	302.1	9.694490483	303.6
concrete	9.477773093	302.2	9.715748741	303.8
concrete	9.466501166	302.1	9.703483314	303.7
concrete	9.443159658	302	9.678084503	303.5
concrete	9.446416451	302	9.681628347	303.6
concrete	9.409270106	301.7	9.64120795	303.3
concrete	9.443660689	302	9.678629694	303.5
concrete	9.425736981	301.8	9.659126203	303.4
concrete	9.451536475	302	9.687199646	303.6
concrete	9.463565967	302.1	9.700289409	303.7
concrete	9.473764503	302.2	9.711386837	303.8
concrete	9.474358954	302.2	9.712033682	303.8
concrete	9.468054322	302.1	9.705173365	303.7
concrete	9.474077828	302.2	9.711727778	303.8
concrete	9.46809463	302.1	9.705217225	303.7
concrete	9.50104672	302.3	9.741073689	304
concrete	9.536814903	302.6	9.779994454	304.2
concrete	9.520543477	302.5	9.762288876	304.1
concrete	9.514030336	302.4	9.755201671	304.1
concrete	9.541852489	302.6	9.785476049	304.3
concrete	9.522666568	302.5	9.764599095	304.1
concrete	9.514606688	302.4	9.755828823	304.1
concrete	9.506900571	302.4	9.747443494	304
concrete	9.519567313	302.5	9.761226674	304.1
concrete	9.51231787	302.4	9.75333827	304
concrete	9.52313327	302.5	9.765106931	304.1
concrete	9.498211871	302.3	9.737988978	303.9
concrete	9.494955999	302.3	9.734446136	303.9
concrete	9.465318399	302.1	9.702196299	303.7
concrete	9.463099686	302.1	9.69978203	303.7
concrete	9.459021068	302.1	9.695343926	303.7
concrete	9.462716347	302.1	9.699364904	303.7
concrete	9.478381317	302.2	9.716410573	303.8
concrete	9.446934049	302	9.682191566	303.6
concrete	9.430931507	301.9	9.664778571	303.4
concrete	9.441382828	301.9	9.676151064	303.5
concrete	9.447405392	302	9.682704453	303.6
concrete	9.413564872	301.8	9.645881254	303.3
concrete	9.451150274	302	9.686779406	303.6
concrete	9.438071077	301.9	9.672547418	303.5
concrete	9.467881029	302.1	9.704984798	303.7
concrete	9.463956001	302.1	9.70071382	303.7
concrete	9.474526259	302.2	9.712215733	303.8
concrete	9.477529603	302.2	9.71548379	303.8
concrete	9.473577121	302.2	9.711182939	303.8
concrete	9.475745458	302.2	9.713542392	303.8
concrete	9.513710438	302.4	9.754853578	304
concrete	9.531016241	302.5	9.773684702	304.2
concrete	9.529646384	302.5	9.772194107	304.2
concrete	9.563797665	302.8	9.809355457	304.4
concrete	9.555399564	302.7	9.800217153	304.3
concrete	9.529494488	302.5	9.772028823	304.2
concrete	9.529687558	302.5	9.77223891	304.2
concrete	9.532101644	302.6	9.774865771	304.2
concrete	9.523918131	302.5	9.76596097	304.1
concrete	9.531950235	302.6	9.774701017	304.2
concrete	9.537307421	302.6	9.780530382	304.2
concrete	9.544807547	302.6	9.788691564	304.3
concrete	9.505983543	302.4	9.74644564	304
concrete	9.515277959	302.4	9.756559259	304.1
concrete	9.505781534	302.4	9.746225826	304
concrete	9.516561524	302.4	9.757955956	304.1
concrete	9.490099998	302.3	9.729162131	303.9
concrete	9.480599685	302.2	9.718824467	303.8
concrete	9.505002569	302.4	9.745378203	304
concrete	9.505092697	302.4	9.745476275	304
concrete	9.449342271	302	9.684812047	303.6
concrete	9.466362739	302.1	9.703332687	303.7
concrete	9.457886091	302.1	9.694108913	303.6
concrete	9.487320408	302.3	9.72613755	303.9
concrete	9.483639863	302.2	9.722132604	303.8
concrete	9.471361183	302.1	9.70877169	303.7
concrete	9.479983231	302.2	9.718153679	303.8
concrete	9.479678003	302.2	9.717821548	303.8
concrete	9.501458134	302.3	9.741521365	304
concrete	9.489516713	302.3	9.728527435	303.9
concrete	9.506953036	302.4	9.747500583	304
concrete	9.532977048	302.6	9.775818333	304.2
concrete	9.515593418	302.4	9.756902522	304.1
concrete	9.570485735	302.8	9.816633009	304.5
concrete	9.564465198	302.8	9.810081826	304.4
concrete	9.57035773	302.8	9.816493721	304.5
concrete	9.543963348	302.6	9.787772958	304.3
concrete	9.553393648	302.7	9.798034437	304.3
concrete	9.549907046	302.7	9.794240529	304.3
concrete	9.548739339	302.7	9.792969901	304.3
concrete	9.553443571	302.7	9.798088761	304.3
concrete	9.518344857	302.5	9.759896471	304.1
concrete	9.525864571	302.5	9.768078967	304.1
concrete	9.526339309	302.5	9.768595548	304.1
concrete	9.49768373	302.3	9.737414287	303.9
concrete	9.49731244	302.3	9.737010272	303.9
concrete	9.498295662	302.3	9.738080155	303.9
concrete	9.506345573	302.4	9.746839579	304
concrete	9.4580003	302.1	9.694233188	303.6
concrete	9.467276108	302.1	9.704326559	303.7
concrete	9.466566012	302.1	9.703553876	303.7
concrete	9.468649738	302.1	9.70582126	303.7
concrete	9.481028804	302.2	9.719291408	303.8
concrete	9.467580608	302.1	9.704657898	303.7
concrete	9.435330782	301.9	9.669565595	303.5
concrete	9.468659215	302.1	9.705831572	303.7
concrete	9.468494402	302.1	9.705652233	303.7
concrete	9.46493209	302.1	9.701775941	303.7
concrete	9.487804111	302.3	9.726663886	303.9
concrete	9.500855446	302.3	9.740865556	304
concrete	9.499201118	302.3	9.739065417	303.9
concrete	9.509949605	302.4	9.750761268	304
concrete	9.495065859	302.3	9.734565679	303.9
concrete	9.51750664	302.5	9.758984374	304.1
concrete	9.555079228	302.7	9.799868583	304.3
concrete	9.520304019	302.5	9.762028312	304.1
concrete	9.567010027	302.8	9.812850954	304.4
concrete	9.56211963	302.8	9.807529521	304.4
concrete	9.53930056	302.6	9.782699195	304.2
concrete	9.54763167	302.7	9.791764603	304.3
concrete	9.553859285	302.7	9.798541115	304.3
concrete	9.538446651	302.6	9.781770023	304.2
concrete	9.513292124	302.4	9.754398394	304
concrete	9.5166565	302.5	9.758059304	304.1
concrete	9.521091973	302.5	9.762885716	304.1
concrete	9.494926366	302.3	9.734413891	303.9
concrete	9.486191111	302.2	9.724908717	303.8
concrete	9.46186271	302.1	9.698436028	303.7
concrete	9.497536891	302.3	9.737254506	303.9
concrete	9.507668013	302.4	9.748278578	304
concrete	9.466785514	302.1	9.703792725	303.7
concrete	9.450358543	302	9.685917892	303.6
concrete	9.448647162	302	9.684055671	303.6
concrete	9.469941765	302.1	9.707227165	303.7
concrete	9.438927261	301.9	9.673479065	303.5
concrete	9.467953373	302.1	9.705063518	303.7
concrete	9.475192237	302.2	9.71294041	303.8
concrete	9.466968207	302.1	9.70399152	303.7
concrete	9.468996875	302.1	9.706198993	303.7
concrete	9.498748611	302.3	9.738573026	303.9
concrete	9.493378176	302.3	9.732729245	303.9
concrete	9.484663179	302.2	9.723246114	303.8
concrete	9.493291294	302.3	9.732634705	303.9
concrete	9.513326806	302.4	9.754436133	304
concrete	9.521791157	302.5	9.763646526	304.1
concrete	9.545918986	302.6	9.789900964	304.3
concrete	9.574332995	302.8	9.820819363	304.5
concrete	9.61617229	303.1	9.866346344	304.8
concrete	9.586716202	302.9	9.834294017	304.6
concrete	9.589576481	302.9	9.837406399	304.6
concrete	9.547786956	302.7	9.791933576	304.3
concrete	9.55261716	302.7	9.79718951	304.3
concrete	9.5415286	302.6	9.785123613	304.2
concrete	9.553664361	302.7	9.798329011	304.3
concrete	9.533162719	302.6	9.776020369	304.2
concrete	9.52985612	302.5	9.772422329	304.2
concrete	9.498286117	302.3	9.738069768	303.9
concrete	9.501698747	302.3	9.741783185	304
concrete	9.510533719	302.4	9.751396865	304
concrete	9.507612296	302.4	9.74821795	304
concrete	9.493528757	302.3	9.732893098	303.9
concrete	9.473159217	302.2	9.710728201	303.8
concrete	9.476818617	302.2	9.714710138	303.8
concrete	9.468710426	302.1	9.705887297	303.7
concrete	9.475393578	302.2	9.713159497	303.8
concrete	9.483029042	302.2	9.721467946	303.8
concrete	9.479151434	302.2	9.717248568	303.8
concrete	9.455963257	302	9.692016602	303.6
concrete	9.494581235	302.3	9.734038341	303.9
concrete	9.502967673	302.4	9.743163953	304
concrete	9.502138853	302.4	9.742262082	304
concrete	9.504020223	302.4	9.744309274	304
concrete	9.526108273	302.5	9.768344149	304.1
concrete	9.530791241	302.5	9.773439871	304.2
concrete	9.563281881	302.8	9.808794212	304.4
concrete	9.552459727	302.7	9.797018201	304.3
concrete	9.590324154	302.9	9.838219972	304.6
concrete	9.592696816	303	9.840801758	304.6
concrete	9.587452122	302.9	9.835094801	304.6
concrete	9.557258353	302.7	9.802239775	304.4
concrete	9.547835202	302.7	9.791986074	304.3
concrete	9.561331524	302.8	9.806671952	304.4
concrete	9.536292232	302.6	9.779425715	304.2
concrete	9.53412422	302.6	9.777066616	304.2
concrete	9.505839578	302.4	9.746288986	304
concrete	9.494338639	302.3	9.733774362	303.9
concrete	9.508781927	302.4	9.749490671	304
concrete	9.49367388	302.3	9.733051012	303.9
concrete	9.511831783	302.4	9.752809339	304
concrete	9.474598328	302.2	9.712294155	303.8
concrete	9.503466252	302.4	9.743706477	304
concrete	9.482011151	302.2	9.720360338	303.8
concrete	9.474298509	302.2	9.71196791	303.8
concrete	9.455123273	302	9.691102582	303.6
concrete	9.470282434	302.1	9.707597861	303.7
concrete	9.481109337	302.2	9.719379039	303.8
concrete	9.506881792	302.4	9.74742306	304
concrete	9.481844719	302.2	9.720179237	303.8
concrete	9.482455604	302.2	9.720843965	303.8
concrete	9.511093904	302.4	9.752006424	304
concrete	9.536612128	302.6	9.779773806	304.2
concrete	9.547445754	302.7	9.7915623	304.3
concrete	9.576817087	302.9	9.823522402	304.5
concrete	9.542010548	302.6	9.785648039	304.3
concrete	9.554698326	302.7	9.799454109	304.3
concrete	9.529892131	302.5	9.772461514	304.2
concrete	9.526184761	302.5	9.768427379	304.1
concrete	9.527306417	302.5	9.769647897	304.1
concrete	9.506373435	302.4	9.746869897	304
concrete	9.530435297	302.5	9.773052554	304.2
concrete	9.493208763	302.3	9.7325449	303.9
concrete	9.503782607	302.4	9.744050715	304
concrete	9.466799775	302.1	9.703808243	303.7
concrete	9.468517914	302.1	9.705677817	303.7
concrete	9.487138515	302.3	9.725939625	303.9
concrete	9.475608325	302.2	9.713393172	303.8
concrete	9.475865303	302.2	9.7136728	303.8
concrete	9.483390994	302.2	9.7218618	303.8
concrete	9.47670562	302.2	9.714587182	303.8
concrete	9.480244109	302.2	9.718437551	303.8
concrete	9.484264334	302.2	9.722812115	303.8
concrete	9.482426104	302.2	9.720811865	303.8
concrete	9.510431484	302.4	9.751285619	304
concrete	9.488912203	302.3	9.727869644	303.9
concrete	9.49627994	302.3	9.735886768	303.9
concrete	9.519020835	302.5	9.760632029	304.1
concrete	9.583917669	302.9	9.831248824	304.6
concrete	9.558816211	302.7	9.803934941	304.4
concrete	9.56545463	302.8	9.811158466	304.4
concrete	9.554987001	302.7	9.799768227	304.3
concrete	9.544942876	302.6	9.78883882	304.3
concrete	9.508566423	302.4	9.749256173	304
concrete	9.514334271	302.4	9.755532395	304.1
concrete	9.538071049	302.6	9.781361316	304.2
concrete	9.515319284	302.4	9.756604226	304.1
concrete	9.53532379	302.6	9.778371915	304.2
concrete	9.508909916	302.4	9.749629941	304
concrete	9.504476387	302.4	9.744805644	304
concrete	9.512135356	302.4	9.753139669	304
concrete	9.476773689	302.2	9.71466125	303.8
concrete	9.484729311	302.2	9.723318075	303.8
concrete	9.493474822	302.3	9.732834409	303.9
concrete	9.511877365	302.4	9.752858939	304
concrete	9.518530865	302.5	9.760098874	304.1
concrete	9.466967198	302.1	9.703990422	303.7
concrete	9.511179711	302.4	9.752099794	304
concrete	9.514187011	302.4	9.755372156	304.1
concrete	9.582923458	302.9	9.830166984	304.5
concrete	9.553839197	302.7	9.798519257	304.3
concrete	9.547036416	302.7	9.791116884	304.3
concrete	9.528831628	302.5	9.771307539	304.2
concrete	9.533149448	302.6	9.776005928	304.2
concrete	9.521080509	302.5	9.762873242	304.1
concrete	9.502078342	302.4	9.742196237	304
concrete	9.496923231	302.3	9.736586758	303.9
concrete	9.505844291	302.4	9.746294114	304
concrete	9.506133798	302.4	9.746609138	304
concrete	9.478148024	302.2	9.716156718	303.8
concrete	9.504104885	302.4	9.744401398	304
concrete	9.503458411	302.4	9.743697945	304
concrete	9.48572475	302.2	9.724401251	303.8
concrete	9.480639517	302.2	9.71886781	303.8
concrete	9.510817249	302.4	9.751705385	304
concrete	9.478990033	302.2	9.717072941	303.8
concrete	9.467995921	302.1	9.705109816	303.7
concrete	9.495947284	302.3	9.735524792	303.9
concrete	9.551054549	302.7	9.795489172	304.3
concrete	9.564185121	302.8	9.809777063	304.4
concrete	9.535332639	302.6	9.778381544	304.2
concrete	9.542057067	302.6	9.785698658	304.3
concrete	9.501006986	302.3	9.741030453	304
concrete	9.492952132	302.3	9.73226565	303.9
concrete	9.501743333	302.3	9.741831701	304
concrete	9.503530709	302.4	9.743776615	304
concrete	9.502809411	302.4	9.742991742	304
concrete	9.50265364	302.4	9.742822242	304
concrete	9.495781531	302.3	9.73534443	303.9
concrete	9.483974801	302.2	9.722497063	303.8
concrete	9.506072232	302.4	9.746542146	304
concrete	9.51737861	302.5	9.75884506	304.1
concrete	9.503129785	302.4	9.743340354	304
concrete	9.503934272	302.4	9.744215748	304
concrete	9.52930601	302.5	9.771823732	304.2
concrete	9.527433255	302.5	9.769785914	304.1
concrete	9.532988759	302.6	9.775831076	304.2
concrete	9.502756793	302.4	9.742934486	304
concrete	9.505398293	302.4	9.745808806	304
concrete	9.532497324	302.6	9.775296326	304.2
concrete	9.509235797	302.4	9.749984545	304
concrete	9.50959279	302.4	9.750373003	304
concrete	9.522506012	302.5	9.764424387	304.1
concrete	9.491513513	302.3	9.730700232	303.9
concrete	9.514483618	302.4	9.755694905	304.1
concrete	9.511782779	302.4	9.752756016	304
concrete	9.499032726	302.3	9.738882183	303.9
concrete	9.534195697	302.6	9.777144393	304.2
concrete	9.531674795	302.6	9.7744013	304.2
concrete	9.52289798	302.5	9.764850903	304.1
concrete	9.5039139	302.4	9.74419358	304
concrete	9.513774907	302.4	9.754923729	304
concrete	9.503145097	302.4	9.743357015	304
concrete	9.493024839	302.3	9.732344765	303.9
concrete	9.495391241	302.3	9.73491974	303.9
concrete	9.490116501	302.3	9.729180088	303.9
concrete	9.496452817	302.3	9.736074882	303.9
concrete	9.527225898	302.5	9.769560281	304.1
concrete	9.527981194	302.5	9.770382148	304.2
concrete	9.519348766	302.5	9.760988864	304.1
concrete	9.521214026	302.5	9.763018527	304.1
concrete	9.517164102	302.5	9.758611645	304.1
concrete	9.52400087	302.5	9.766051001	304.1
concrete	9.494395336	302.3	9.733836057	303.9
concrete	9.494939826	302.3	9.734428538	303.9
concrete	9.506252975	302.4	9.746738819	304
concrete	9.534110432	302.6	9.777051613	304.2
concrete	9.525313291	302.5	9.767479098	304.1
concrete	9.524327745	302.5	9.766406687	304.1
concrete	9.523166705	302.5	9.765143313	304.1
concrete	9.485226302	302.2	9.723858871	303.8
concrete	9.481262609	302.2	9.71954582	303.8
concrete	9.523774068	302.5	9.765804209	304.1
concrete	9.491754128	302.3	9.730962054	303.9
concrete	9.514837813	302.4	9.756080319	304.1
concrete	9.521565079	302.5	9.763400521	304.1
concrete	9.509345252	302.4	9.750103647	304
concrete	9.514798922	302.4	9.756038	304.1
concrete	9.513978017	302.4	9.755144741	304.1
rubber	11.40885282	314.5	11.81703245	317
rubber	11.41485031	314.6	11.82355855	317
rubber	11.37318591	314.3	11.77822188	316.8
rubber	11.32677787	314	11.72772347	316.5
rubber	11.25798603	313.6	11.65286837	316
rubber	11.21535233	313.4	11.60647696	315.7
rubber	11.17873156	313.1	11.56662847	315.5
rubber	11.15721452	313	11.54321493	315.4
rubber	11.22840773	313.4	11.62068306	315.8
rubber	11.37643805	314.3	11.78176066	316.8
rubber	11.34497797	314.2	11.74752771	316.6
rubber	11.34853971	314.2	11.75140338	316.6
