; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #9
; ROI rgb value: {128, 0, 0}
; ROI npts: 500
;
; File X, File Y, B1
;
 429,  259,  40196
 430,  259,  40198
 427,  260,  39685
 428,  260,  39684
 429,  260,  39938
 430,  260,  40192
 425,  261,  39685
 426,  261,  39686
 427,  261,  39682
 428,  261,  39685
 429,  261,  39938
 430,  261,  40197
 431,  261,  40194
 423,  262,  39171
 424,  262,  39429
 425,  262,  39428
 426,  262,  39682
 427,  262,  39175
 428,  262,  39430
 429,  262,  39685
 430,  262,  40197
 431,  262,  40194
 421,  263,  38660
 422,  263,  38916
 423,  263,  38916
 424,  263,  39170
 425,  263,  39424
 426,  263,  39682
 427,  263,  39429
 428,  263,  39682
 429,  263,  39687
 430,  263,  39940
 431,  263,  40197
 419,  264,  38913
 420,  264,  38915
 421,  264,  38662
 422,  264,  38912
 423,  264,  38913
 424,  264,  38919
 425,  264,  39426
 426,  264,  39430
 427,  264,  39431
 428,  264,  39687
 429,  264,  39937
 430,  264,  39938
 431,  264,  40448
 432,  264,  39943
 417,  265,  38656
 418,  265,  38406
 419,  265,  38406
 420,  265,  38405
 421,  265,  38659
 422,  265,  38912
 423,  265,  38912
 424,  265,  39169
 425,  265,  39175
 426,  265,  39685
 427,  265,  39940
 428,  265,  39943
 429,  265,  39943
 430,  265,  40192
 431,  265,  40195
 432,  265,  40198
 415,  266,  38657
 416,  266,  38405
 417,  266,  38149
 418,  266,  37893
 419,  266,  38146
 420,  266,  38656
 421,  266,  38913
 422,  266,  38917
 423,  266,  38917
 424,  266,  39424
 425,  266,  39684
 426,  266,  39940
 427,  266,  39940
 428,  266,  40195
 429,  266,  40193
 430,  266,  40195
 431,  266,  40192
 432,  266,  40196
 413,  267,  38659
 414,  267,  38150
 415,  267,  38148
 416,  267,  38150
 417,  267,  37893
 418,  267,  37889
 419,  267,  37894
 420,  267,  38404
 421,  267,  38912
 422,  267,  38912
 423,  267,  38914
 424,  267,  39171
 425,  267,  39430
 426,  267,  39940
 427,  267,  40194
 428,  267,  40194
 429,  267,  40199
 430,  267,  39942
 431,  267,  40193
 432,  267,  40195
 433,  267,  40198
 411,  268,  39936
 412,  268,  39174
 413,  268,  38657
 414,  268,  38144
 415,  268,  37893
 416,  268,  37894
 417,  268,  37889
 418,  268,  37892
 419,  268,  38146
 420,  268,  38660
 421,  268,  38918
 422,  268,  38918
 423,  268,  38914
 424,  268,  39172
 425,  268,  39430
 426,  268,  39938
 427,  268,  40199
 428,  268,  40198
 429,  268,  40197
 430,  268,  39942
 431,  268,  39941
 432,  268,  40198
 433,  268,  40451
 412,  269,  39172
 413,  269,  38912
 414,  269,  38145
 415,  269,  37895
 416,  269,  38146
 417,  269,  38150
 418,  269,  38401
 419,  269,  38405
 420,  269,  38662
 421,  269,  38917
 422,  269,  38919
 423,  269,  38915
 424,  269,  39173
 425,  269,  39430
 426,  269,  39943
 427,  269,  40198
 428,  269,  40448
 429,  269,  40198
 430,  269,  40195
 431,  269,  40197
 432,  269,  40198
 433,  269,  40451
 412,  270,  39429
 413,  270,  38915
 414,  270,  38150
 415,  270,  38149
 416,  270,  38407
 417,  270,  38913
 418,  270,  38917
 419,  270,  39173
 420,  270,  39425
 421,  270,  39173
 422,  270,  39169
 423,  270,  39172
 424,  270,  39174
 425,  270,  39683
 426,  270,  39942
 427,  270,  40197
 428,  270,  40448
 429,  270,  40705
 430,  270,  40196
 431,  270,  39941
 432,  270,  40199
 433,  270,  40452
 434,  270,  40451
 413,  271,  38919
 414,  271,  38663
 415,  271,  38658
 416,  271,  38914
 417,  271,  39173
 418,  271,  39429
 419,  271,  39426
 420,  271,  39426
 421,  271,  39424
 422,  271,  39175
 423,  271,  39174
 424,  271,  39430
 425,  271,  39685
 426,  271,  40193
 427,  271,  40192
 428,  271,  40195
 429,  271,  40197
 430,  271,  40449
 431,  271,  40450
 432,  271,  40195
 433,  271,  40199
 434,  271,  40199
 414,  272,  38914
 415,  272,  39168
 416,  272,  39170
 417,  272,  39425
 418,  272,  39425
 419,  272,  39175
 420,  272,  39169
 421,  272,  39171
 422,  272,  38917
 423,  272,  39173
 424,  272,  39427
 425,  272,  39681
 426,  272,  39936
 427,  272,  40194
 428,  272,  40448
 429,  272,  40196
 430,  272,  40197
 431,  272,  40197
 432,  272,  40199
 433,  272,  40199
 434,  272,  39941
 414,  273,  39428
 415,  273,  39428
 416,  273,  39431
 417,  273,  39430
 418,  273,  39427
 419,  273,  39175
 420,  273,  39168
 421,  273,  39172
 422,  273,  39174
 423,  273,  39424
 424,  273,  39430
 425,  273,  39680
 426,  273,  39684
 427,  273,  39941
 428,  273,  40193
 429,  273,  40451
 430,  273,  40198
 431,  273,  40199
 432,  273,  40449
 433,  273,  40453
 434,  273,  40455
 435,  273,  40453
 415,  274,  39682
 416,  274,  39686
 417,  274,  39430
 418,  274,  39174
 419,  274,  38916
 420,  274,  39168
 421,  274,  39173
 422,  274,  39680
 423,  274,  39428
 424,  274,  39681
 425,  274,  39683
 426,  274,  39430
 427,  274,  39942
 428,  274,  40196
 429,  274,  40449
 430,  274,  40197
 431,  274,  40199
 432,  274,  40450
 433,  274,  40449
 434,  274,  40454
 435,  274,  40706
 416,  275,  39941
 417,  275,  39684
 418,  275,  39173
 419,  275,  38919
 420,  275,  39174
 421,  275,  39681
 422,  275,  39685
 423,  275,  39937
 424,  275,  39686
 425,  275,  39431
 426,  275,  39680
 427,  275,  39683
 428,  275,  40194
 429,  275,  40449
 430,  275,  40196
 431,  275,  40195
 432,  275,  40199
 433,  275,  40199
 434,  275,  40452
 435,  275,  40704
 416,  276,  40199
 417,  276,  39939
 418,  276,  39430
 419,  276,  39426
 420,  276,  39175
 421,  276,  39936
 422,  276,  39936
 423,  276,  40194
 424,  276,  39936
 425,  276,  39687
 426,  276,  39687
 427,  276,  40193
 428,  276,  40197
 429,  276,  40451
 430,  276,  40448
 431,  276,  40196
 432,  276,  40449
 433,  276,  40192
 434,  276,  40197
 435,  276,  40194
 417,  277,  40197
 418,  277,  39936
 419,  277,  39428
 420,  277,  39682
 421,  277,  39941
 422,  277,  40451
 423,  277,  40198
 424,  277,  40196
 425,  277,  40194
 426,  277,  40197
 427,  277,  40192
 428,  277,  40196
 429,  277,  40448
 430,  277,  40452
 431,  277,  39941
 432,  277,  40196
 433,  277,  40197
 434,  277,  40196
 418,  278,  40192
 419,  278,  39938
 420,  278,  39941
 421,  278,  40196
 422,  278,  40449
 423,  278,  40704
 424,  278,  40450
 425,  278,  40454
 426,  278,  40704
 427,  278,  40455
 428,  278,  40706
 429,  278,  40449
 430,  278,  40195
 431,  278,  40448
 432,  278,  40199
 433,  278,  40199
 434,  278,  40448
 418,  279,  40454
 419,  279,  40449
 420,  279,  40197
 421,  279,  40450
 422,  279,  40455
 423,  279,  40707
 424,  279,  40707
 425,  279,  40706
 426,  279,  40960
 427,  279,  40961
 428,  279,  40706
 429,  279,  40705
 430,  279,  40199
 431,  279,  40199
 432,  279,  40197
 433,  279,  40452
 434,  279,  40198
 419,  280,  40710
 420,  280,  40452
 421,  280,  40452
 422,  280,  40704
 423,  280,  40704
 424,  280,  40709
 425,  280,  40711
 426,  280,  40963
 427,  280,  40964
 428,  280,  40962
 429,  280,  40706
 430,  280,  40704
 431,  280,  40452
 432,  280,  40451
 433,  280,  40197
 434,  280,  40449
 420,  281,  40450
 421,  281,  40452
 422,  281,  40452
 423,  281,  40199
 424,  281,  40706
 425,  281,  40964
