; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #20
; ROI rgb value: {218, 112, 214}
; ROI npts: 271
;
; File X, File Y, B1
;
 350,  255,  39937
 348,  256,  39431
 349,  256,  39941
 350,  256,  40197
 346,  257,  38918
 347,  257,  39681
 348,  257,  39941
 349,  257,  40451
 350,  257,  40706
 344,  258,  38404
 345,  258,  38917
 346,  258,  39431
 347,  258,  39685
 348,  258,  40195
 349,  258,  40454
 350,  258,  40705
 351,  258,  40709
 342,  259,  38912
 343,  259,  38917
 344,  259,  39175
 345,  259,  39430
 346,  259,  39687
 347,  259,  39937
 348,  259,  40195
 349,  259,  40704
 350,  259,  40960
 351,  259,  40962
 340,  260,  40196
 341,  260,  39429
 342,  260,  39430
 343,  260,  39686
 344,  260,  40192
 345,  260,  39937
 346,  260,  39683
 347,  260,  39940
 348,  260,  40198
 349,  260,  40454
 350,  260,  40705
 351,  260,  40711
 339,  261,  40960
 340,  261,  40196
 341,  261,  39939
 342,  261,  40192
 343,  261,  40193
 344,  261,  39939
 345,  261,  39686
 346,  261,  39680
 347,  261,  39942
 348,  261,  40449
 349,  261,  40199
 350,  261,  40454
 351,  261,  40709
 339,  262,  40966
 340,  262,  40449
 341,  262,  40198
 342,  262,  40708
 343,  262,  40450
 344,  262,  39940
 345,  262,  39686
 346,  262,  39939
 347,  262,  40450
 348,  262,  40449
 349,  262,  40451
 350,  262,  40455
 351,  262,  40706
 352,  262,  40960
 339,  263,  40962
 340,  263,  40453
 341,  263,  40455
 342,  263,  40707
 343,  263,  40707
 344,  263,  40199
 345,  263,  39942
 346,  263,  40451
 347,  263,  40454
 348,  263,  40454
 349,  263,  40705
 350,  263,  40709
 351,  263,  40706
 352,  263,  40711
 340,  264,  40710
 341,  264,  40711
 342,  264,  41217
 343,  264,  41218
 344,  264,  40711
 345,  264,  40454
 346,  264,  40709
 347,  264,  40962
 348,  264,  40963
 349,  264,  40963
 350,  264,  40962
 351,  264,  40711
 352,  264,  40455
 340,  265,  41472
 341,  265,  41474
 342,  265,  41984
 343,  265,  41984
 344,  265,  41478
 345,  265,  41223
 346,  265,  41216
 347,  265,  41218
 348,  265,  41217
 349,  265,  41475
 350,  265,  41472
 351,  265,  40967
 352,  265,  41217
 340,  266,  41728
 341,  266,  41984
 342,  266,  42245
 343,  266,  42243
 344,  266,  41990
 345,  266,  41223
 346,  266,  40967
 347,  266,  41216
 348,  266,  41223
 349,  266,  41733
 350,  266,  41729
 351,  266,  41474
 352,  266,  41221
 340,  267,  41985
 341,  267,  41990
 342,  267,  42502
 343,  267,  42498
 344,  267,  41988
 345,  267,  41474
 346,  267,  40711
 347,  267,  40454
 348,  267,  40962
 349,  267,  41478
 350,  267,  41733
 351,  267,  41729
 352,  267,  41730
 353,  267,  41731
 340,  268,  41223
 341,  268,  41731
 342,  268,  41988
 343,  268,  41735
 344,  268,  41223
 345,  268,  40707
 346,  268,  40193
 347,  268,  39941
 348,  268,  40455
 349,  268,  41222
 350,  268,  41728
 351,  268,  41732
 352,  268,  41984
 353,  268,  41984
 340,  269,  40966
 341,  269,  41219
 342,  269,  41473
 343,  269,  41219
 344,  269,  40711
 345,  269,  40195
 346,  269,  39941
 347,  269,  39942
 348,  269,  40453
 349,  269,  41220
 350,  269,  41478
 351,  269,  41985
 352,  269,  41734
 353,  269,  42243
 341,  270,  41473
 342,  270,  41477
 343,  270,  40965
 344,  270,  40708
 345,  270,  40195
 346,  270,  40192
 347,  270,  40192
 348,  270,  40455
 349,  270,  41218
 350,  270,  41730
 351,  270,  41732
 352,  270,  41986
 353,  270,  42496
 341,  271,  41731
 342,  271,  41479
 343,  271,  41220
 344,  271,  40706
 345,  271,  40455
 346,  271,  40450
 347,  271,  40711
 348,  271,  40962
 349,  271,  41217
 350,  271,  41472
 351,  271,  41223
 352,  271,  41472
 353,  271,  41986
 341,  272,  41728
 342,  272,  41473
 343,  272,  40962
 344,  272,  40708
 345,  272,  40709
 346,  272,  40961
 347,  272,  40966
 348,  272,  41221
 349,  272,  41223
 350,  272,  40967
 351,  272,  40961
 352,  272,  40962
 353,  272,  41729
 354,  272,  42498
 341,  273,  41220
 342,  273,  40967
 343,  273,  40709
 344,  273,  40706
 345,  273,  40962
 346,  273,  40961
 347,  273,  40964
 348,  273,  41218
 349,  273,  41221
 350,  273,  41216
 351,  273,  40450
 352,  273,  40454
 353,  273,  40967
 354,  273,  41989
 341,  274,  41473
 342,  274,  41216
 343,  274,  40711
 344,  274,  40709
 345,  274,  40962
 346,  274,  40964
 347,  274,  40711
 348,  274,  40966
 349,  274,  40963
 350,  274,  40960
 351,  274,  40452
 352,  274,  40449
 353,  274,  40963
 354,  274,  41478
 342,  275,  41221
 343,  275,  41220
 344,  275,  41474
 345,  275,  41475
 346,  275,  41221
 347,  275,  40963
 348,  275,  40960
 349,  275,  40961
 350,  275,  40711
 351,  275,  40451
 352,  275,  40706
 353,  275,  40967
 354,  275,  41479
 342,  276,  41730
 343,  276,  41475
 344,  276,  41729
 345,  276,  41732
 346,  276,  41476
 347,  276,  41219
 348,  276,  40711
 349,  276,  40711
 350,  276,  40711
 351,  276,  40452
 352,  276,  40962
 353,  276,  41221
 354,  276,  41987
 355,  276,  41990
 342,  277,  41984
 343,  277,  41984
 344,  277,  41984
 345,  277,  41984
 346,  277,  41728
 347,  277,  41223
 348,  277,  40967
 349,  277,  40707
 350,  277,  40708
 351,  277,  40965
 352,  277,  41473
 353,  277,  41730
 354,  277,  41984
 355,  277,  42496
 355,  278,  41990
