; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #16
; ROI rgb value: {46, 139, 87}
; ROI npts: 148
;
; File X, File Y, B1
;
 421,  229,  39426
 419,  230,  38919
 420,  230,  38919
 421,  230,  39425
 417,  231,  38918
 418,  231,  39173
 419,  231,  39171
 420,  231,  39175
 421,  231,  39680
 415,  232,  39682
 416,  232,  39425
 417,  232,  39426
 418,  232,  39174
 419,  232,  39173
 420,  232,  39425
 421,  232,  39680
 413,  233,  40455
 414,  233,  40198
 415,  233,  39941
 416,  233,  39942
 417,  233,  39682
 418,  233,  39685
 419,  233,  39430
 420,  233,  39939
 421,  233,  39942
 412,  234,  41222
 413,  234,  40960
 414,  234,  40704
 415,  234,  40455
 416,  234,  40455
 417,  234,  40452
 418,  234,  40449
 419,  234,  40192
 420,  234,  40194
 421,  234,  40199
 422,  234,  40451
 412,  235,  41476
 413,  235,  41218
 414,  235,  41222
 415,  235,  40962
 416,  235,  41216
 417,  235,  40962
 418,  235,  40704
 419,  235,  40198
 420,  235,  40450
 421,  235,  40448
 422,  235,  40708
 412,  236,  41223
 413,  236,  41217
 414,  236,  41216
 415,  236,  41216
 416,  236,  40965
 417,  236,  40966
 418,  236,  40451
 419,  236,  40199
 420,  236,  40198
 421,  236,  40451
 422,  236,  40960
 413,  237,  40710
 414,  237,  40709
 415,  237,  40711
 416,  237,  40709
 417,  237,  40705
 418,  237,  40195
 419,  237,  39937
 420,  237,  40193
 421,  237,  40195
 422,  237,  40962
 413,  238,  40709
 414,  238,  40708
 415,  238,  40704
 416,  238,  40706
 417,  238,  40448
 418,  238,  40195
 419,  238,  39942
 420,  238,  39940
 421,  238,  40451
 422,  238,  41216
 413,  239,  40961
 414,  239,  40711
 415,  239,  40960
 416,  239,  40709
 417,  239,  40454
 418,  239,  40195
 419,  239,  40192
 420,  239,  40196
 421,  239,  40705
 422,  239,  40964
 413,  240,  40965
 414,  240,  41216
 415,  240,  40964
 416,  240,  40710
 417,  240,  40710
 418,  240,  40448
 419,  240,  40199
 420,  240,  40453
 421,  240,  40453
 422,  240,  40711
 413,  241,  40965
 414,  241,  40710
 415,  241,  40961
 416,  241,  40455
 417,  241,  40453
 418,  241,  40454
 419,  241,  40449
 420,  241,  40452
 421,  241,  40455
 422,  241,  40454
 414,  242,  40962
 415,  242,  40963
 416,  242,  40708
 417,  242,  40455
 418,  242,  40706
 419,  242,  40706
 420,  242,  40704
 421,  242,  40455
 422,  242,  40707
 423,  242,  40451
 414,  243,  41222
 415,  243,  41221
 416,  243,  41220
 417,  243,  40967
 418,  243,  40709
 419,  243,  40961
 420,  243,  40704
 421,  243,  40455
 422,  243,  40453
 423,  243,  40706
 414,  244,  41474
 415,  244,  41478
 416,  244,  41476
 417,  244,  41223
 418,  244,  40965
 419,  244,  40966
 420,  244,  40960
 421,  244,  40704
 422,  244,  40707
 423,  244,  40711
 417,  245,  41220
 418,  245,  41223
 419,  245,  41219
 420,  245,  40963
 421,  245,  40710
 422,  245,  40711
 423,  245,  40964
 421,  246,  40965
 422,  246,  40963
 423,  246,  40961
