; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #25
; ROI rgb value: {70, 130, 180}
; ROI npts: 264
;
; File X, File Y, B1
;
 552,  281,  57604
 553,  281,  57351
 554,  281,  57604
 555,  281,  57603
 556,  281,  57602
 557,  281,  57856
 558,  281,  57600
 559,  281,  57091
 560,  281,  56580
 561,  281,  56065
 562,  281,  55552
 552,  282,  57607
 553,  282,  57600
 554,  282,  57605
 555,  282,  57861
 556,  282,  57856
 557,  282,  58115
 558,  282,  57602
 559,  282,  57095
 560,  282,  56835
 561,  282,  56068
 562,  282,  55554
 552,  283,  57857
 553,  283,  57602
 554,  283,  57606
 555,  283,  58115
 556,  283,  57860
 557,  283,  58113
 558,  283,  57857
 559,  283,  57345
 560,  283,  57089
 561,  283,  56071
 562,  283,  55808
 552,  284,  57607
 553,  284,  57605
 554,  284,  57860
 555,  284,  58112
 556,  284,  57861
 557,  284,  57858
 558,  284,  57602
 559,  284,  57095
 560,  284,  57088
 561,  284,  56322
 562,  284,  55808
 552,  285,  57350
 553,  285,  57856
 554,  285,  57858
 555,  285,  57606
 556,  285,  57856
 557,  285,  57350
 558,  285,  57347
 559,  285,  56839
 560,  285,  56583
 561,  285,  56071
 562,  285,  55557
 552,  286,  57345
 553,  286,  57350
 554,  286,  57604
 555,  286,  57349
 556,  286,  57347
 557,  286,  57094
 558,  286,  56833
 559,  286,  56578
 560,  286,  56325
 561,  286,  56064
 562,  286,  55300
 552,  287,  56837
 553,  287,  57093
 554,  287,  57091
 555,  287,  57090
 556,  287,  56838
 557,  287,  56580
 558,  287,  56320
 559,  287,  56069
 560,  287,  55814
 561,  287,  55553
 562,  287,  55045
 552,  288,  56836
 553,  288,  57088
 554,  288,  56838
 555,  288,  56833
 556,  288,  56323
 557,  288,  56071
 558,  288,  55813
 559,  288,  55812
 560,  288,  55559
 561,  288,  55301
 562,  288,  54790
 552,  289,  56577
 553,  289,  56579
 554,  289,  56583
 555,  289,  56325
 556,  289,  56322
 557,  289,  56320
 558,  289,  55808
 559,  289,  55808
 560,  289,  55810
 561,  289,  55296
 562,  289,  54785
 552,  290,  56832
 553,  290,  56581
 554,  290,  56326
 555,  290,  56327
 556,  290,  56322
 557,  290,  56068
 558,  290,  55811
 559,  290,  55809
 560,  290,  55556
 561,  290,  55047
 562,  290,  54784
 552,  291,  56577
 553,  291,  56576
 554,  291,  56327
 555,  291,  56323
 556,  291,  56321
 557,  291,  56065
 558,  291,  56064
 559,  291,  55812
 560,  291,  55809
 561,  291,  55300
 562,  291,  54789
 552,  292,  56322
 553,  292,  56325
 554,  292,  56326
 555,  292,  56071
 556,  292,  56322
 557,  292,  56068
 558,  292,  56067
 559,  292,  55814
 560,  292,  55813
 561,  292,  55299
 562,  292,  54784
 552,  293,  56322
 553,  293,  56321
 554,  293,  56576
 555,  293,  56576
 556,  293,  56321
 557,  293,  56068
 558,  293,  56066
 559,  293,  55815
 560,  293,  55813
 561,  293,  55301
 562,  293,  54790
 552,  294,  56325
 553,  294,  56580
 554,  294,  56327
 555,  294,  56579
 556,  294,  56326
 557,  294,  56321
 558,  294,  56066
 559,  294,  55815
 560,  294,  55810
 561,  294,  55299
 562,  294,  54535
 552,  295,  56577
 553,  295,  56576
 554,  295,  56581
 555,  295,  56327
 556,  295,  56321
 557,  295,  56324
 558,  295,  56066
 559,  295,  55814
 560,  295,  55813
 561,  295,  55556
 562,  295,  54790
 552,  296,  56327
 553,  296,  56582
 554,  296,  56579
 555,  296,  56576
 556,  296,  56325
 557,  296,  56070
 558,  296,  56068
 559,  296,  56064
 560,  296,  55810
 561,  296,  55558
 562,  296,  54790
 552,  297,  56576
 553,  297,  56581
 554,  297,  56833
 555,  297,  56577
 556,  297,  56578
 557,  297,  56326
 558,  297,  56067
 559,  297,  56064
 560,  297,  56068
 561,  297,  55557
 562,  297,  54789
 552,  298,  56320
 553,  298,  56578
 554,  298,  56581
 555,  298,  56323
 556,  298,  56324
 557,  298,  56323
 558,  298,  56064
 559,  298,  55815
 560,  298,  55811
 561,  298,  55554
 562,  298,  55042
 552,  299,  56322
 553,  299,  56321
 554,  299,  56327
 555,  299,  56322
 556,  299,  56071
 557,  299,  56320
 558,  299,  55814
 559,  299,  55811
 560,  299,  55812
 561,  299,  55557
 562,  299,  54789
 552,  300,  56070
 553,  300,  56321
 554,  300,  56326
 555,  300,  56320
 556,  300,  56069
 557,  300,  56065
 558,  300,  55813
 559,  300,  55812
 560,  300,  55556
 561,  300,  55300
 562,  300,  54789
 552,  301,  56065
 553,  301,  56070
 554,  301,  56065
 555,  301,  56070
 556,  301,  56069
 557,  301,  56065
 558,  301,  56066
 559,  301,  55810
 560,  301,  55811
 561,  301,  55298
 562,  301,  54790
 552,  302,  55815
 553,  302,  56068
 554,  302,  56071
 555,  302,  56069
 556,  302,  56066
 557,  302,  56067
 558,  302,  55811
 559,  302,  55810
 560,  302,  55559
 561,  302,  55302
 562,  302,  54787
 552,  303,  55559
 553,  303,  55812
 554,  303,  56065
 555,  303,  56065
 556,  303,  55815
 557,  303,  55814
 558,  303,  55814
 559,  303,  55559
 560,  303,  55554
 561,  303,  55297
 562,  303,  54535
 552,  304,  55301
 553,  304,  55554
 554,  304,  55808
 555,  304,  55810
 556,  304,  55811
 557,  304,  55809
 558,  304,  55558
 559,  304,  55554
 560,  304,  55554
 561,  304,  55047
 562,  304,  54531
