; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #36
; ROI rgb value: {255, 248, 220}
; ROI npts: 31
;
; File X, File Y, B1
;
 483,  313,  45312
 484,  313,  47105
 485,  313,  47623
 483,  314,  45571
 484,  314,  47616
 485,  314,  48133
 486,  314,  47874
 487,  314,  46340
 483,  315,  46081
 484,  315,  48131
 485,  315,  48643
 486,  315,  48386
 487,  315,  46852
 483,  316,  46343
 484,  316,  48898
 485,  316,  49415
 486,  316,  49409
 487,  316,  47619
 483,  317,  47107
 484,  317,  49408
 485,  317,  50182
 486,  317,  49923
 487,  317,  48391
 483,  318,  47108
 484,  318,  49671
 485,  318,  50688
 486,  318,  50180
 487,  318,  49157
 483,  319,  46599
 484,  319,  49155
 485,  319,  49413
