; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #37
; ROI rgb value: {255, 228, 181}
; ROI npts: 24
;
; File X, File Y, B1
;
 442,  350,  46080
 443,  350,  47621
 444,  350,  48644
 445,  350,  47360
 442,  351,  46336
 443,  351,  48130
 444,  351,  48901
 445,  351,  47877
 442,  352,  46851
 443,  352,  48643
 444,  352,  49412
 445,  352,  48389
 442,  353,  47366
 443,  353,  49157
 444,  353,  50179
 445,  353,  49410
 442,  354,  48384
 443,  354,  49923
 444,  354,  50689
 445,  354,  49926
 442,  355,  48131
 443,  355,  49412
 444,  355,  50176
 445,  355,  49411
