; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #10
; ROI rgb value: {0, 255, 0}
; ROI npts: 304
;
; File X, File Y, B1
;
 485,  197,  41728
 486,  197,  41732
 487,  197,  41479
 488,  197,  41984
 489,  197,  41991
 476,  198,  42752
 477,  198,  42498
 478,  198,  42501
 479,  198,  42496
 480,  198,  42246
 481,  198,  42242
 482,  198,  41985
 483,  198,  41734
 484,  198,  41479
 485,  198,  41731
 486,  198,  41731
 487,  198,  41730
 488,  198,  41985
 489,  198,  41990
 471,  199,  42758
 472,  199,  42502
 473,  199,  42503
 474,  199,  42501
 475,  199,  42502
 476,  199,  42502
 477,  199,  42752
 478,  199,  42243
 479,  199,  42243
 480,  199,  42242
 481,  199,  41984
 482,  199,  41734
 483,  199,  41733
 484,  199,  41479
 485,  199,  41476
 486,  199,  41477
 487,  199,  41478
 488,  199,  41985
 489,  199,  41987
 472,  200,  43011
 473,  200,  42755
 474,  200,  42498
 475,  200,  42752
 476,  200,  42499
 477,  200,  42245
 478,  200,  42243
 479,  200,  42241
 480,  200,  41989
 481,  200,  41734
 482,  200,  41733
 483,  200,  41728
 484,  200,  41730
 485,  200,  41475
 486,  200,  41728
 487,  200,  41479
 488,  200,  41734
 489,  200,  41986
 490,  200,  42497
 472,  201,  43268
 473,  201,  43014
 474,  201,  42502
 475,  201,  42501
 476,  201,  42247
 477,  201,  42496
 478,  201,  42244
 479,  201,  41988
 480,  201,  41730
 481,  201,  41733
 482,  201,  41479
 483,  201,  41478
 484,  201,  41222
 485,  201,  41223
 486,  201,  41472
 487,  201,  41475
 488,  201,  41476
 489,  201,  41735
 490,  201,  42499
 473,  202,  43012
 474,  202,  42755
 475,  202,  42502
 476,  202,  42496
 477,  202,  41991
 478,  202,  41990
 479,  202,  41735
 480,  202,  41734
 481,  202,  41479
 482,  202,  41474
 483,  202,  41223
 484,  202,  41221
 485,  202,  41473
 486,  202,  41223
 487,  202,  41475
 488,  202,  41731
 489,  202,  41984
 490,  202,  42244
 474,  203,  42758
 475,  203,  42501
 476,  203,  42243
 477,  203,  42242
 478,  203,  41987
 479,  203,  41735
 480,  203,  41478
 481,  203,  41477
 482,  203,  41222
 483,  203,  41472
 484,  203,  41223
 485,  203,  41221
 486,  203,  41219
 487,  203,  41476
 488,  203,  41728
 489,  203,  41731
 490,  203,  42245
 475,  204,  42754
 476,  204,  42242
 477,  204,  42241
 478,  204,  41989
 479,  204,  41986
 480,  204,  41730
 481,  204,  41478
 482,  204,  41473
 483,  204,  41223
 484,  204,  41472
 485,  204,  41218
 486,  204,  41217
 487,  204,  41219
 488,  204,  41476
 489,  204,  41733
 490,  204,  42244
 475,  205,  42754
 476,  205,  42499
 477,  205,  41990
 478,  205,  42242
 479,  205,  41989
 480,  205,  41733
 481,  205,  41479
 482,  205,  41728
 483,  205,  41221
 484,  205,  41219
 485,  205,  41222
 486,  205,  41218
 487,  205,  41222
 488,  205,  41476
 489,  205,  41730
 490,  205,  41988
 476,  206,  42497
 477,  206,  41988
 478,  206,  41990
 479,  206,  41984
 480,  206,  41730
 481,  206,  41474
 482,  206,  41474
 483,  206,  41217
 484,  206,  41473
 485,  206,  41220
 486,  206,  40964
 487,  206,  40965
 488,  206,  41223
 489,  206,  41733
 490,  206,  41986
 491,  206,  42240
 476,  207,  42496
 477,  207,  41991
 478,  207,  42246
 479,  207,  41990
 480,  207,  41987
 481,  207,  41735
 482,  207,  41473
 483,  207,  41472
 484,  207,  41219
 485,  207,  41219
 486,  207,  41217
 487,  207,  40966
 488,  207,  41216
 489,  207,  41477
 490,  207,  41984
 491,  207,  42242
 476,  208,  42752
 477,  208,  42246
 478,  208,  42245
 479,  208,  42242
 480,  208,  41987
 481,  208,  41732
 482,  208,  41731
 483,  208,  41476
 484,  208,  41474
 485,  208,  41220
 486,  208,  41218
 487,  208,  41217
 488,  208,  41474
 489,  208,  41475
 490,  208,  41985
 491,  208,  41990
 477,  209,  42502
 478,  209,  42246
 479,  209,  42244
 480,  209,  42240
 481,  209,  41987
 482,  209,  41730
 483,  209,  41478
 484,  209,  41476
 485,  209,  41221
 486,  209,  41218
 487,  209,  41219
 488,  209,  41221
 489,  209,  41478
 490,  209,  41735
 491,  209,  42240
 477,  210,  42758
 478,  210,  42499
 479,  210,  42502
 480,  210,  42243
 481,  210,  42243
 482,  210,  41984
 483,  210,  41728
 484,  210,  41728
 485,  210,  41221
 486,  210,  41216
 487,  210,  40964
 488,  210,  41222
 489,  210,  41475
 490,  210,  41985
 491,  210,  41987
 477,  211,  42756
 478,  211,  42502
 479,  211,  42500
 480,  211,  42499
 481,  211,  41988
 482,  211,  41986
 483,  211,  41732
 484,  211,  41478
 485,  211,  41220
 486,  211,  40964
 487,  211,  41216
 488,  211,  41222
 489,  211,  41472
 490,  211,  41734
 491,  211,  41984
 477,  212,  43010
 478,  212,  42755
 479,  212,  42503
 480,  212,  42496
 481,  212,  42243
 482,  212,  41984
 483,  212,  41731
 484,  212,  41474
 485,  212,  41222
 486,  212,  41221
 487,  212,  40961
 488,  212,  41218
 489,  212,  41223
 490,  212,  41728
 491,  212,  41984
 492,  212,  41987
 477,  213,  43264
 478,  213,  43009
 479,  213,  42753
 480,  213,  42503
 481,  213,  42499
 482,  213,  42242
 483,  213,  41985
 484,  213,  41473
 485,  213,  41220
 486,  213,  41216
 487,  213,  41220
 488,  213,  41474
 489,  213,  41478
 490,  213,  41731
 491,  213,  41991
 492,  213,  41991
 477,  214,  43270
 478,  214,  43264
