; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #5
; ROI rgb value: {0, 255, 255}
; ROI npts: 1006
;
; File X, File Y, B1
;
 445,  180,  44547
 446,  180,  44546
 447,  180,  44804
 448,  180,  44804
 449,  180,  44806
 450,  180,  44800
 451,  180,  44804
 445,  181,  44806
 446,  181,  44801
 447,  181,  44807
 448,  181,  44806
 449,  181,  45059
 450,  181,  44804
 451,  181,  45058
 452,  181,  44806
 453,  181,  44802
 454,  181,  45059
 455,  181,  44806
 456,  181,  44802
 457,  181,  44806
 458,  181,  44548
 459,  181,  44802
 460,  181,  44801
 461,  181,  44548
 462,  181,  44801
 463,  181,  44546
 464,  181,  44293
 465,  181,  44295
 446,  182,  44803
 447,  182,  44806
 448,  182,  45057
 449,  182,  45058
 450,  182,  44805
 451,  182,  44800
 452,  182,  44803
 453,  182,  44800
 454,  182,  44807
 455,  182,  44803
 456,  182,  44807
 457,  182,  44803
 458,  182,  44549
 459,  182,  44800
 460,  182,  44548
 461,  182,  44551
 462,  182,  44549
 463,  182,  44294
 464,  182,  44544
 465,  182,  44295
 466,  182,  44038
 467,  182,  44035
 468,  182,  43783
 469,  182,  44033
 470,  182,  44033
 471,  182,  43527
 472,  182,  43777
 446,  183,  44802
 447,  183,  44807
 448,  183,  45056
 449,  183,  45056
 450,  183,  45057
 451,  183,  44802
 452,  183,  44551
 453,  183,  44801
 454,  183,  44806
 455,  183,  45060
 456,  183,  45056
 457,  183,  44806
 458,  183,  45057
 459,  183,  44550
 460,  183,  44548
 461,  183,  44551
 462,  183,  44802
 463,  183,  44800
 464,  183,  44545
 465,  183,  44293
 466,  183,  44289
 467,  183,  44038
 468,  183,  44036
 469,  183,  43782
 470,  183,  44034
 471,  183,  44033
 472,  183,  43778
 446,  184,  45057
 447,  184,  44551
 448,  184,  44804
 449,  184,  45056
 450,  184,  45057
 451,  184,  44806
 452,  184,  44550
 453,  184,  44800
 454,  184,  45059
 455,  184,  44806
 456,  184,  44807
 457,  184,  44802
 458,  184,  44806
 459,  184,  44807
 460,  184,  44551
 461,  184,  44549
 462,  184,  44546
 463,  184,  44544
 464,  184,  44549
 465,  184,  44292
 466,  184,  44295
 467,  184,  44038
 468,  184,  44034
 469,  184,  44033
 470,  184,  43783
 471,  184,  43780
 472,  184,  43776
 473,  184,  43776
 447,  185,  45058
 448,  185,  45056
 449,  185,  45059
 450,  185,  44805
 451,  185,  44804
 452,  185,  44802
 453,  185,  44800
 454,  185,  44806
 455,  185,  44807
 456,  185,  44807
 457,  185,  44805
 458,  185,  44805
 459,  185,  45056
 460,  185,  44550
 461,  185,  44548
 462,  185,  44544
 463,  185,  44544
 464,  185,  44547
 465,  185,  44292
 466,  185,  44291
 467,  185,  44288
 468,  185,  44037
 469,  185,  43781
 470,  185,  44033
 471,  185,  43780
 472,  185,  43776
 473,  185,  44033
 447,  186,  45061
 448,  186,  44805
 449,  186,  45058
 450,  186,  44807
 451,  186,  44803
 452,  186,  44545
 453,  186,  44800
 454,  186,  44806
 455,  186,  44803
 456,  186,  44806
 457,  186,  44805
 458,  186,  44551
 459,  186,  44803
 460,  186,  44548
 461,  186,  44544
 462,  186,  44546
 463,  186,  44292
 464,  186,  44293
 465,  186,  44039
 466,  186,  43783
 467,  186,  43783
 468,  186,  43781
 469,  186,  43782
 470,  186,  43781
 471,  186,  43778
 472,  186,  43779
 473,  186,  43777
 447,  187,  45571
 448,  187,  45318
 449,  187,  45062
 450,  187,  45061
 451,  187,  45056
 452,  187,  44804
 453,  187,  44802
 454,  187,  44800
 455,  187,  44800
 456,  187,  44800
 457,  187,  44549
 458,  187,  44550
 459,  187,  44544
 460,  187,  44545
 461,  187,  44293
 462,  187,  44038
 463,  187,  44039
 464,  187,  44035
 465,  187,  44033
 466,  187,  43783
 467,  187,  43779
 468,  187,  43782
 469,  187,  43776
 470,  187,  43527
 471,  187,  43776
 472,  187,  43776
 473,  187,  43783
 448,  188,  45569
 449,  188,  45313
 450,  188,  44807
 451,  188,  44806
 452,  188,  44804
 453,  188,  44550
 454,  188,  44801
 455,  188,  44803
 456,  188,  44548
 457,  188,  44292
 458,  188,  44545
 459,  188,  44294
 460,  188,  44292
 461,  188,  44037
 462,  188,  44032
 463,  188,  44035
 464,  188,  43781
 465,  188,  43526
 466,  188,  43780
 467,  188,  43527
 468,  188,  43521
 469,  188,  43524
 470,  188,  43527
 471,  188,  43523
 472,  188,  43521
 473,  188,  43526
 474,  188,  43777
 448,  189,  45827
 449,  189,  45316
 450,  189,  45062
 451,  189,  44804
 452,  189,  44804
 453,  189,  44801
 454,  189,  44548
 455,  189,  44546
 456,  189,  44295
 457,  189,  44293
 458,  189,  44293
 459,  189,  44039
 460,  189,  44036
 461,  189,  44032
 462,  189,  44033
 463,  189,  43781
 464,  189,  43527
 465,  189,  43522
 466,  189,  43524
 467,  189,  43521
 468,  189,  43522
 469,  189,  43266
 470,  189,  43271
 471,  189,  43271
 472,  189,  43267
 473,  189,  43523
 474,  189,  43522
 448,  190,  45829
 449,  190,  45575
 450,  190,  45314
 451,  190,  45060
 452,  190,  45057
 453,  190,  44800
 454,  190,  44548
 455,  190,  44545
 456,  190,  44291
 457,  190,  44544
 458,  190,  44288
 459,  190,  44035
 460,  190,  44034
 461,  190,  43780
 462,  190,  43778
 463,  190,  43776
 464,  190,  43525
 465,  190,  43776
 466,  190,  43270
 467,  190,  43520
 468,  190,  43015
 469,  190,  43269
 470,  190,  43266
 471,  190,  43268
 472,  190,  43269
 473,  190,  43520
 474,  190,  43269
 449,  191,  45573
 450,  191,  45312
 451,  191,  45058
 452,  191,  44804
 453,  191,  44551
 454,  191,  44549
 455,  191,  44293
 456,  191,  44292
 457,  191,  44039
 458,  191,  44036
