; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #14
; ROI rgb value: {238, 130, 238}
; ROI npts: 359
;
; File X, File Y, B1
;
 302,  263,  44288
 303,  263,  44290
 304,  263,  44036
 305,  263,  44293
 306,  263,  44293
 307,  263,  44037
 308,  263,  44032
 309,  263,  43782
 310,  263,  44038
 311,  263,  44036
 312,  263,  44037
 313,  263,  43527
 314,  263,  43014
 315,  263,  42752
 316,  263,  42496
 317,  263,  41991
 318,  263,  41986
 319,  263,  41729
 320,  263,  41730
 321,  263,  41479
 302,  264,  44036
 303,  264,  43781
 304,  264,  44035
 305,  264,  43780
 306,  264,  43778
 307,  264,  43524
 308,  264,  43526
 309,  264,  43781
 310,  264,  44032
 311,  264,  44038
 312,  264,  43783
 313,  264,  43527
 314,  264,  43264
 315,  264,  42757
 316,  264,  42496
 317,  264,  42240
 318,  264,  41984
 319,  264,  41478
 320,  264,  41728
 321,  264,  41475
 302,  265,  44035
 303,  265,  43781
 304,  265,  43779
 305,  265,  43778
 306,  265,  43779
 307,  265,  43526
 308,  265,  43524
 309,  265,  43525
 310,  265,  44034
 311,  265,  44037
 312,  265,  44036
 313,  265,  43525
 314,  265,  43010
 315,  265,  42753
 316,  265,  41990
 317,  265,  41735
 318,  265,  41730
 319,  265,  41477
 320,  265,  41731
 321,  265,  41475
 302,  266,  44290
 303,  266,  43783
 304,  266,  43783
 305,  266,  44033
 306,  266,  43777
 307,  266,  43523
 308,  266,  43521
 309,  266,  43525
 310,  266,  43781
 311,  266,  44032
 312,  266,  43527
 313,  266,  43015
 314,  266,  42754
 315,  266,  42246
 316,  266,  42240
 317,  266,  41989
 318,  266,  41987
 319,  266,  41984
 320,  266,  41986
 321,  266,  41731
 302,  267,  44544
 303,  267,  44037
 304,  267,  43782
 305,  267,  43780
 306,  267,  43780
 307,  267,  43525
 308,  267,  43520
 309,  267,  43268
 310,  267,  43524
 311,  267,  43265
 312,  267,  43012
 313,  267,  42501
 314,  267,  42498
 315,  267,  41989
 316,  267,  41991
 317,  267,  41987
 318,  267,  41988
 319,  267,  42241
 320,  267,  41990
 321,  267,  41989
 302,  268,  44037
 303,  268,  43777
 304,  268,  43777
 305,  268,  43527
 306,  268,  43522
 307,  268,  43012
 308,  268,  43008
 309,  268,  42755
 310,  268,  42755
 311,  268,  42755
 312,  268,  42500
 313,  268,  42246
 314,  268,  41991
 315,  268,  41988
 316,  268,  41985
 317,  268,  41987
 318,  268,  41990
 319,  268,  42240
 320,  268,  42242
 321,  268,  41733
 302,  269,  43520
 303,  269,  43012
 304,  269,  43012
 305,  269,  43011
 306,  269,  43009
 307,  269,  42754
 308,  269,  42496
 309,  269,  41990
 310,  269,  42246
 311,  269,  42240
 312,  269,  41989
 313,  269,  41986
 314,  269,  41985
 315,  269,  41985
 316,  269,  41734
 317,  269,  41990
 318,  269,  42242
 319,  269,  41990
 320,  269,  41990
 321,  269,  41732
 302,  270,  43008
 303,  270,  42753
 304,  270,  42496
 305,  270,  42498
 306,  270,  42500
 307,  270,  42247
 308,  270,  42242
 309,  270,  42245
 310,  270,  42243
 311,  270,  41986
 312,  270,  42241
 313,  270,  41985
 314,  270,  41987
