; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #7
; ROI rgb value: {128, 128, 0}
; ROI npts: 1238
;
; File X, File Y, B1
;
 324,  192,  44804
 325,  192,  44803
 326,  192,  45062
 327,  192,  44807
 328,  192,  44294
 329,  192,  43527
 330,  192,  43271
 331,  192,  43014
 332,  192,  43014
 333,  192,  43008
 334,  192,  42759
 335,  192,  43012
 336,  192,  43011
 337,  192,  42757
 338,  192,  42502
 339,  192,  42752
 340,  192,  42500
 341,  192,  42503
 342,  192,  42245
 343,  192,  41986
 305,  193,  43523
 306,  193,  44548
 307,  193,  44800
 308,  193,  44807
 309,  193,  44805
 310,  193,  45056
 311,  193,  45056
 312,  193,  45058
 313,  193,  45570
 314,  193,  45828
 315,  193,  46083
 316,  193,  45831
 317,  193,  45828
 318,  193,  45572
 319,  193,  45570
 320,  193,  45573
 321,  193,  46084
 322,  193,  46080
 323,  193,  45572
 324,  193,  45062
 325,  193,  45058
 326,  193,  45568
 327,  193,  45317
 328,  193,  44549
 329,  193,  43777
 330,  193,  43012
 331,  193,  43015
 332,  193,  42757
 333,  193,  42758
 334,  193,  42757
 335,  193,  43008
 336,  193,  42759
 337,  193,  43012
 338,  193,  42757
 339,  193,  42755
 340,  193,  42753
 341,  193,  42759
 342,  193,  42501
 343,  193,  42497
 305,  194,  44039
 306,  194,  44804
 307,  194,  45058
 308,  194,  44805
 309,  194,  45057
 310,  194,  45059
 311,  194,  45314
 312,  194,  45318
 313,  194,  45315
 314,  194,  45570
 315,  194,  46081
 316,  194,  46085
 317,  194,  45830
 318,  194,  45569
 319,  194,  45315
 320,  194,  45315
 321,  194,  45824
 322,  194,  45824
 323,  194,  45572
 324,  194,  45317
 325,  194,  45573
 326,  194,  45829
 327,  194,  45572
 328,  194,  45057
 329,  194,  44035
 330,  194,  43268
 331,  194,  43265
 332,  194,  43013
 333,  194,  43009
 334,  194,  42759
 335,  194,  43012
 336,  194,  43265
 337,  194,  43009
 338,  194,  43014
 339,  194,  43008
 340,  194,  42757
 341,  194,  42503
 342,  194,  42755
 343,  194,  42496
 305,  195,  44295
 306,  195,  45056
 307,  195,  44806
 308,  195,  44804
 309,  195,  44803
 310,  195,  45057
 311,  195,  44807
 312,  195,  45312
 313,  195,  45062
 314,  195,  45314
 315,  195,  45568
 316,  195,  45574
 317,  195,  45824
 318,  195,  45312
 319,  195,  45057
 320,  195,  45058
 321,  195,  45569
 322,  195,  45825
 323,  195,  45318
 324,  195,  45569
 325,  195,  45569
 326,  195,  46080
 327,  195,  45827
 328,  195,  45059
 329,  195,  44036
 330,  195,  43526
 331,  195,  43520
 332,  195,  43266
 333,  195,  43015
 334,  195,  43013
 335,  195,  43009
 336,  195,  42757
 337,  195,  42758
 338,  195,  42759
 339,  195,  42754
 340,  195,  42756
 341,  195,  42752
 342,  195,  42758
 343,  195,  42757
