; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #12
; ROI rgb value: {255, 127, 80}
; ROI npts: 110
;
; File X, File Y, B1
;
 319,  281,  13063
 320,  281,  12035
 321,  281,  11776
 322,  281,  11526
 323,  281,  11271
 319,  282,   4871
 320,  282,   3847
 321,  282,   3587
 322,  282,   3077
 323,  282,   2821
 324,  282,   2560
 325,  282,   1797
 326,  282,   1543
 327,  282,   1543
 328,  282,   2567
 319,  283,      4
 320,  283,    773
 321,  283,   1287
 322,  283,    520
 323,  283,   1802
 324,  283,   1290
 325,  283,   1549
 326,  283,   1294
 327,  283,    781
 328,  283,    521
 319,  284,    517
 320,  284,     11
 321,  284,     13
 322,  284,    270
 323,  284,   1552
 324,  284,   1041
 325,  284,   1299
 326,  284,    787
 327,  284,   1555
 328,  284,    527
 319,  285,    772
 320,  285,    779
 321,  285,   1805
 322,  285,    271
 323,  285,   1553
 324,  285,   1810
 325,  285,     18
 326,  285,    531
 327,  285,   1810
 328,  285,   1295
 319,  286,   1286
 320,  286,    266
 321,  286,   1036
 322,  286,   1807
 323,  286,   1040
 324,  286,    529
 325,  286,    530
 326,  286,   1298
 327,  286,   1042
 328,  286,   1038
 319,  287,      5
 320,  287,    778
 321,  287,    523
 322,  287,     13
 323,  287,    527
 324,  287,     16
 325,  287,    785
 326,  287,    529
 327,  287,   1552
 328,  287,    525
 319,  288,    517
 320,  288,   1801
 321,  288,      9
 322,  288,   1292
 323,  288,   1038
 324,  288,    782
 325,  288,    783
 326,  288,     14
 327,  288,    781
 328,  288,   1547
 319,  289,    259
 320,  289,   1030
 321,  289,   1800
 322,  289,   1545
 323,  289,     10
 324,  289,    523
 325,  289,    268
 326,  289,   1035
 327,  289,   1546
 328,  289,    263
 319,  290,      1
 320,  290,   1795
 321,  290,      2
 322,  290,    773
 323,  290,    518
 324,  290,    775
 325,  290,      7
 326,  290,    262
 327,  290,    773
 328,  290,   1796
 319,  291,   1031
 320,  291,    768
 321,  291,    258
 322,  291,   1536
 323,  291,   1024
 324,  291,    769
 325,  291,    257
 326,  291,   1025
 327,  291,      0
 328,  291,    256
 324,  292,   1797
 325,  292,   1543
 326,  292,   2049
 327,  292,   1799
 328,  292,   2564
