; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #10
; ROI rgb value: {0, 255, 0}
; ROI npts: 203
;
; File X, File Y, B1
;
 360,  213,  4102
 361,  213,  3330
 362,  213,  2823
 363,  213,  3074
 364,  213,  3332
 365,  213,  3334
 366,  213,  4614
 353,  214,  2308
 354,  214,     5
 355,  214,   768
 356,  214,  1537
 357,  214,   513
 358,  214,   515
 359,  214,   772
 360,  214,     6
 361,  214,  1032
 362,  214,  1290
 363,  214,  1034
 364,  214,   521
 365,  214,   264
 366,  214,  1796
 353,  215,  1025
 354,  215,  1030
 355,  215,   777
 356,  215,   265
 357,  215,  1547
 358,  215,  1036
 359,  215,   780
 360,  215,  1806
 361,  215,   528
 362,  215,  1554
 363,  215,    17
 364,  215,  1553
 365,  215,   527
 366,  215,  1803
 353,  216,   772
 354,  216,     8
 355,  216,   523
 356,  216,  1037
 357,  216,  1550
 358,  216,    15
 359,  216,  1552
 360,  216,    17
 361,  216,   531
 362,  216,  1813
 363,  216,   276
 364,  216,  1300
 365,  216,  1811
 366,  216,   525
 353,  217,   257
 354,  217,   521
 355,  217,   780
 356,  217,    13
 357,  217,   271
 358,  217,   785
 359,  217,    18
 360,  217,   531
 361,  217,   789
 362,  217,  1814
 363,  217,   790
 364,  217,    20
 365,  217,  1812
 366,  217,   270
 353,  218,  1281
 354,  218,  1547
 355,  218,    12
 356,  218,    13
 357,  218,   784
 358,  218,  1554
 359,  218,  1556
 360,  218,   277
 361,  218,  1815
 362,  218,   535
 363,  218,   790
 364,  218,   789
 365,  218,   276
 366,  218,   782
 353,  219,  1539
 354,  219,  1547
 355,  219,  1548
 356,  219,  1038
 357,  219,  1553
 358,  219,   786
 359,  219,   275
 360,  219,  1300
 361,  219,  1046
 362,  219,  1302
 363,  219,   789
 364,  219,  1301
 365,  219,   274
 366,  219,  1805
 353,  220,   772
 354,  220,    10
 355,  220,  1292
 356,  220,   781
 357,  220,  1040
 358,  220,  1041
 359,  220,  1042
 360,  220,   531
 361,  220,  1301
 362,  220,   276
 363,  220,  1812
 364,  220,    19
 365,  220,   530
 366,  220,  1804
 354,  221,  1549
 355,  221,  1806
 356,  221,  1039
 357,  221,   529
 358,  221,  1299
 359,  221,  1299
 360,  221,   788
 361,  221,  1557
 362,  221,    20
 363,  221,   787
 364,  221,   531
 365,  221,  1555
 366,  221,   780
 367,  221,  4098
 354,  222,   783
 355,  222,   528
 356,  222,   272
 357,  222,  1555
 358,  222,    20
 359,  222,  1045
 360,  222,  1045
 361,  222,  1302
 362,  222,  1557
 363,  222,  1811
 364,  222,  1812
 365,  222,   275
 366,  222,  1549
 367,  222,  3586
 354,  223,    16
 355,  223,   784
 356,  223,   273
 357,  223,  1555
 358,  223,    19
 359,  223,  1557
 360,  223,  1557
 361,  223,   534
 362,  223,  1301
 363,  223,  1812
 364,  223,  1555
 365,  223,   530
 366,  223,    12
 367,  223,  3328
 354,  224,  1296
 355,  224,   272
 356,  224,  1553
 357,  224,   530
 358,  224,  1299
 359,  224,  1043
 360,  224,   276
 361,  224,  1814
 362,  224,  1557
 363,  224,    19
 364,  224,  1810
 365,  224,  1554
 366,  224,    11
 367,  224,  3333
 354,  225,   271
 355,  225,  1295
 356,  225,   784
 357,  225,  1810
 358,  225,   529
 359,  225,   530
 360,  225,  1810
 361,  225,   532
 362,  225,   276
 363,  225,   530
 364,  225,  1297
 365,  225,   527
 366,  225,  1547
 367,  225,  3588
 354,  226,   781
 355,  226,  1550
 356,  226,   783
 357,  226,   784
 358,  226,  1553
 359,  226,  1041
 360,  226,   530
 361,  226,    19
 362,  226,  1043
 363,  226,   785
 364,  226,   271
 365,  226,   270
 366,  226,     9
 367,  226,  3335
 354,  227,   515
 355,  227,  1797
 356,  227,   518
 357,  227,   265
 358,  227,   777
 359,  227,  1035
 360,  227,   268
 361,  227,    13
 362,  227,  1037
 363,  227,   267
 364,  227,   777
 365,  227,  1545
 366,  227,  1796
 367,  227,  4613
