; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #9
; ROI rgb value: {128, 0, 0}
; ROI npts: 36
;
; File X, File Y, B1
;
 249,  320,  64262
 250,  320,  65282
 251,  320,  65283
 252,  320,  65295
 253,  320,  65283
 249,  321,  64259
 250,  321,  65290
 251,  321,  65289
 252,  321,  65295
 253,  321,  65291
 254,  321,  65294
 249,  322,  60934
 250,  322,  62725
 251,  322,  64001
 252,  322,  65027
 253,  322,  65295
 254,  322,  65281
 249,  323,  57863
 250,  323,  58113
 251,  323,  58630
 252,  323,  59911
 253,  323,  61952
 254,  323,  62981
 248,  324,  59650
 249,  324,  59136
 250,  324,  56068
 251,  324,  54273
 252,  324,  54273
 253,  324,  55812
 248,  325,  62471
 249,  325,  62471
 250,  325,  58631
 251,  325,  54277
 252,  325,  51460
 253,  325,  50947
 248,  326,  62211
