; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #14
; ROI rgb value: {238, 130, 238}
; ROI npts: 278
;
; File X, File Y, B1
;
 336,  232,  38402
 337,  232,  38402
 338,  232,  38401
 339,  232,  38405
 330,  233,  38151
 331,  233,  38151
 332,  233,  38147
 333,  233,  38148
 334,  233,  38149
 335,  233,  38403
 336,  233,  38400
 337,  233,  38151
 338,  233,  38403
 339,  233,  38404
 340,  233,  38407
 326,  234,  38151
 327,  234,  38406
 328,  234,  38404
 329,  234,  38404
 330,  234,  38406
 331,  234,  38403
 332,  234,  38407
 333,  234,  38151
 334,  234,  38151
 335,  234,  38151
 336,  234,  38657
 337,  234,  38403
 338,  234,  38406
 339,  234,  38657
 340,  234,  38658
 326,  235,  38400
 327,  235,  38151
 328,  235,  38149
 329,  235,  38401
 330,  235,  38403
 331,  235,  38658
 332,  235,  38402
 333,  235,  38405
 334,  235,  38401
 335,  235,  38150
 336,  235,  38402
 337,  235,  38406
 338,  235,  38658
 339,  235,  38657
 340,  235,  38663
 341,  235,  38915
 327,  236,  38403
 328,  236,  38151
 329,  236,  38402
 330,  236,  38404
 331,  236,  38405
 332,  236,  38662
 333,  236,  38402
 334,  236,  38400
 335,  236,  38403
 336,  236,  38403
 337,  236,  38406
 338,  236,  38661
 339,  236,  38663
 340,  236,  38662
 341,  236,  39168
 327,  237,  38404
 328,  237,  38403
 329,  237,  38403
 330,  237,  38407
 331,  237,  38406
 332,  237,  38658
 333,  237,  38403
 334,  237,  38401
 335,  237,  38149
 336,  237,  38402
 337,  237,  38403
 338,  237,  38405
 339,  237,  38662
 340,  237,  38660
 341,  237,  38915
 342,  237,  39169
 328,  238,  38659
 329,  238,  38656
 330,  238,  38659
 331,  238,  38914
 332,  238,  38913
 333,  238,  38663
 334,  238,  38404
 335,  238,  38401
 336,  238,  38151
 337,  238,  38401
 338,  238,  38656
 339,  238,  38658
 340,  238,  38662
 341,  238,  39169
 342,  238,  39168
 343,  238,  39426
 328,  239,  38658
 329,  239,  38662
 330,  239,  38912
 331,  239,  38661
 332,  239,  38659
 333,  239,  38407
 334,  239,  38151
 335,  239,  38147
 336,  239,  38149
 337,  239,  38149
 338,  239,  38400
 339,  239,  38404
 340,  239,  38656
 341,  239,  38663
 342,  239,  39169
 343,  239,  39425
 328,  240,  38660
 329,  240,  38660
 330,  240,  38405
 331,  240,  38405
 332,  240,  38150
 333,  240,  38151
 334,  240,  38145
 335,  240,  38147
 336,  240,  37893
 337,  240,  37894
 338,  240,  38144
 339,  240,  38402
 340,  240,  38406
 341,  240,  38659
 342,  240,  38663
