; Number of ROIs: 1
; File Dimension: 640 x 480
;
; ROI name: ROI #15
; ROI rgb value: {220, 20, 60}
; ROI npts: 253
;
; File X, File Y, B1
;
 356,  281,  38149
 354,  282,  38144
 355,  282,  38146
 356,  282,  37895
 357,  282,  38147
 352,  283,  37892
 353,  283,  38145
 354,  283,  37894
 355,  283,  38147
 356,  283,  38146
 357,  283,  38147
 350,  284,  38144
 351,  284,  37894
 352,  284,  37889
 353,  284,  37890
 354,  284,  37894
 355,  284,  37891
 356,  284,  37894
 357,  284,  38146
 358,  284,  38147
 348,  285,  38144
 349,  285,  37893
 350,  285,  38144
 351,  285,  37893
 352,  285,  38144
 353,  285,  38145
 354,  285,  38145
 355,  285,  38144
 356,  285,  38144
 357,  285,  37892
 358,  285,  38147
 359,  285,  38404
 346,  286,  38145
 347,  286,  38150
 348,  286,  38148
 349,  286,  38147
 350,  286,  38144
 351,  286,  37893
 352,  286,  37895
 353,  286,  38146
 354,  286,  38149
 355,  286,  38147
 356,  286,  38148
 357,  286,  38150
 358,  286,  38148
 359,  286,  38145
 360,  286,  38402
 345,  287,  38402
 346,  287,  38401
 347,  287,  38149
 348,  287,  38401
 349,  287,  38147
 350,  287,  38150
 351,  287,  38149
 352,  287,  38151
 353,  287,  38148
 354,  287,  38150
 355,  287,  38149
 356,  287,  38402
 357,  287,  38150
 358,  287,  38151
 359,  287,  38149
 360,  287,  38150
 346,  288,  38404
 347,  288,  38404
 348,  288,  38404
 349,  288,  38403
 350,  288,  38406
 351,  288,  38402
 352,  288,  38404
 353,  288,  38402
 354,  288,  38406
 355,  288,  38401
 356,  288,  38148
 357,  288,  37895
 358,  288,  38148
 359,  288,  38145
 360,  288,  38146
 361,  288,  38151
 347,  289,  38404
 348,  289,  38660
 349,  289,  38658
 350,  289,  38657
 351,  289,  38402
 352,  289,  38402
 353,  289,  38402
 354,  289,  38149
 355,  289,  38149
 356,  289,  38148
 357,  289,  37894
 358,  289,  37892
 359,  289,  37891
 360,  289,  37892
 361,  289,  38147
 362,  289,  38147
 347,  290,  38402
 348,  290,  38405
 349,  290,  38401
 350,  290,  38401
 351,  290,  38149
 352,  290,  38151
 353,  290,  38147
 354,  290,  37892
 355,  290,  37894
 356,  290,  37889
 357,  290,  37888
 358,  290,  37892
 359,  290,  37638
 360,  290,  37889
 361,  290,  37890
 362,  290,  38148
 363,  290,  38401
 348,  291,  38656
 349,  291,  38403
 350,  291,  38400
 351,  291,  38659
 352,  291,  38151
 353,  291,  38145
 354,  291,  38146
 355,  291,  37893
 356,  291,  37893
 357,  291,  37890
 358,  291,  37888
 359,  291,  37892
 360,  291,  37637
 361,  291,  37894
 362,  291,  38151
 363,  291,  38407
 349,  292,  38151
 350,  292,  38402
 351,  292,  38404
 352,  292,  38150
 353,  292,  38150
 354,  292,  38147
 355,  292,  38149
 356,  292,  37893
 357,  292,  37894
 358,  292,  37894
 359,  292,  37891
 360,  292,  37639
 361,  292,  37893
 362,  292,  38144
 363,  292,  38402
 364,  292,  38658
 350,  293,  38656
 351,  293,  38658
 352,  293,  38404
 353,  293,  38404
 354,  293,  38402
 355,  293,  38149
 356,  293,  38148
 357,  293,  38144
 358,  293,  38145
 359,  293,  37895
 360,  293,  37894
 361,  293,  37893
 362,  293,  38150
 363,  293,  38151
 364,  293,  38405
 365,  293,  38406
 351,  294,  38663
 352,  294,  38406
 353,  294,  38406
 354,  294,  38150
 355,  294,  38151
 356,  294,  38151
 357,  294,  38149
 358,  294,  38149
 359,  294,  37895
 360,  294,  38146
 361,  294,  38146
 362,  294,  38150
 363,  294,  38401
 364,  294,  38405
 365,  294,  38656
 366,  294,  38660
 351,  295,  38912
 352,  295,  38663
 353,  295,  38660
 354,  295,  38401
 355,  295,  38400
 356,  295,  38151
 357,  295,  38149
 358,  295,  38151
 359,  295,  38147
 360,  295,  38148
 361,  295,  38150
 362,  295,  38400
 363,  295,  38402
 364,  295,  38657
 365,  295,  38658
 366,  295,  38663
 352,  296,  38915
 353,  296,  38662
 354,  296,  38406
 355,  296,  38656
 356,  296,  38405
 357,  296,  38149
 358,  296,  38147
 359,  296,  38148
 360,  296,  38146
 361,  296,  38147
 362,  296,  38150
 363,  296,  38406
 364,  296,  38656
 365,  296,  38407
 366,  296,  38661
 367,  296,  39174
 353,  297,  38662
 354,  297,  38401
 355,  297,  38402
 356,  297,  38149
 357,  297,  38401
 358,  297,  38400
 359,  297,  38400
 360,  297,  38403
 361,  297,  38151
 362,  297,  38401
 363,  297,  38401
 364,  297,  38656
 365,  297,  38660
 366,  297,  38661
 354,  298,  38403
 355,  298,  38407
 356,  298,  38149
 357,  298,  38404
 358,  298,  38151
 359,  298,  38402
 360,  298,  38403
 361,  298,  38402
 362,  298,  38405
 363,  298,  38407
 364,  298,  38657
 355,  299,  38404
 356,  299,  38403
 357,  299,  38403
 358,  299,  38401
 359,  299,  38402
 360,  299,  38406
 361,  299,  38658
 362,  299,  38660
 355,  300,  38406
 356,  300,  38400
 357,  300,  38402
 358,  300,  38657
 359,  300,  38404
 360,  300,  38407
 361,  300,  38406
 356,  301,  38403
 357,  301,  38656
 358,  301,  38658
 359,  301,  38658
 357,  302,  38660
